paiement_id,apprenant_id,parcours_id,date_paiement,montant_fcfa,methode,type_paiement,statut_paiement
PAY00331,APP0178,PAR011,2022-08-08,87200,PayPal,Integral,Valide
PAY00332,APP0178,PAR006,2022-08-08,199200,Carte bancaire,Integral,Valide
PAY00333,APP0178,PAR003,2022-08-08,35600,Mobile Money,En 2 fois,Valide
PAY00334,APP0178,PAR003,2022-09-07,35600,Mobile Money,En 2 fois,Valide
PAY00335,APP0179,PAR005,2024-06-30,79200,Virement,Integral,Valide
PAY00336,APP0179,PAR010,2024-06-30,55200,Mobile Money,Integral,Valide
PAY00337,APP0180,PAR010,2024-04-27,69000,PayPal,Integral,Valide
PAY00338,APP0181,PAR002,2022-11-14,199000,Mobile Money,Integral,Valide
PAY00339,APP0182,PAR002,2022-02-04,99500,Carte bancaire,En 2 fois,Valide
PAY00340,APP0182,PAR002,2022-03-06,99500,PayPal,En 2 fois,Valide
PAY00341,APP0182,PAR011,2022-02-04,54500,Mobile Money,En 2 fois,Valide
PAY00342,APP0182,PAR011,2022-03-06,54500,Carte bancaire,En 2 fois,Valide
PAY00343,APP0183,PAR009,2022-08-17,95200,Mobile Money,Integral,Valide
PAY00344,APP0183,PAR008,2022-08-17,31600,Carte bancaire,En 2 fois,Valide
PAY00345,APP0183,PAR008,2022-09-16,31600,Carte bancaire,En 2 fois,Valide
PAY00346,APP0184,PAR008,2022-06-08,63200,PayPal,Integral,Valide
PAY00347,APP0185,PAR004,2022-10-15,103200,Mobile Money,Integral,Valide
PAY00348,APP0185,PAR005,2022-10-15,79200,Mobile Money,Integral,Valide
PAY00349,APP0186,PAR011,2022-08-25,87200,Carte bancaire,Integral,Valide
PAY00350,APP0187,PAR008,2022-10-29,39500,Mobile Money,En 2 fois,Valide
PAY00351,APP0187,PAR008,2022-11-28,39500,Mobile Money,En 2 fois,Valide
PAY00352,APP0188,PAR008,2023-02-19,79000,Carte bancaire,Integral,Valide
PAY00353,APP0189,PAR009,2023-03-23,47600,Mobile Money,En 2 fois,Valide
PAY00354,APP0189,PAR009,2023-04-22,47600,Virement,En 2 fois,Valide
PAY00355,APP0190,PAR005,2023-03-01,79200,Mobile Money,Integral,Valide
PAY00356,APP0190,PAR009,2023-03-01,47600,Mobile Money,En 2 fois,Valide
PAY00357,APP0190,PAR009,2023-03-31,47600,Mobile Money,En 2 fois,Valide
PAY00358,APP0191,PAR006,2023-06-18,199200,Mobile Money,Integral,Valide
PAY00359,APP0191,PAR009,2023-06-18,95200,Carte bancaire,Integral,Valide
PAY00360,APP0192,PAR009,2023-09-29,119000,Virement,Integral,Valide
PAY00361,APP0192,PAR001,2023-09-29,149000,Mobile Money,Integral,Valide
PAY00362,APP0193,PAR001,2022-08-13,119200,Mobile Money,Integral,Valide
PAY00363,APP0193,PAR007,2022-08-13,143200,Mobile Money,Integral,Valide
PAY00364,APP0194,PAR002,2024-06-30,159200,Mobile Money,Integral,Valide
PAY00365,APP0195,PAR007,2024-06-30,143200,Mobile Money,Integral,Valide
PAY00366,APP0195,PAR008,2024-06-30,31600,Mobile Money,En 2 fois,Valide
PAY00367,APP0195,PAR008,2024-07-30,31600,PayPal,En 2 fois,Valide
PAY00368,APP0196,PAR006,2022-05-20,249000,PayPal,Integral,Valide
PAY00369,APP0197,PAR007,2024-06-30,179000,Carte bancaire,Integral,Valide
PAY00370,APP0198,PAR008,2023-02-28,63200,Mobile Money,Integral,Valide
PAY00371,APP0198,PAR012,2023-02-28,71200,Mobile Money,Integral,Valide
PAY00372,APP0199,PAR001,2023-01-08,119200,Virement,Integral,Valide
PAY00373,APP0200,PAR001,2022-03-22,149000,Mobile Money,Integral,Valide
PAY00374,APP0201,PAR003,2022-12-29,89000,Mobile Money,Integral,Valide
PAY00375,APP0201,PAR009,2022-12-29,119000,Carte bancaire,Integral,Valide
PAY00376,APP0202,PAR011,2022-08-14,21800,PayPal,Mensuel,Valide
PAY00377,APP0202,PAR011,2022-09-13,21800,Mobile Money,Mensuel,Valide
PAY00378,APP0202,PAR011,2022-10-13,21800,Carte bancaire,Mensuel,Valide
PAY00379,APP0202,PAR011,2022-11-12,21800,Mobile Money,Mensuel,Valide
PAY00380,APP0202,PAR005,2022-08-14,79200,Mobile Money,Integral,Valide
PAY00381,APP0203,PAR012,2024-06-30,71200,Mobile Money,Integral,Valide
PAY00382,APP0204,PAR003,2023-11-07,89000,Mobile Money,Integral,Valide
PAY00383,APP0204,PAR008,2023-11-07,79000,Mobile Money,Integral,Valide
PAY00384,APP0204,PAR007,2023-11-07,44750,Mobile Money,Mensuel,Valide
PAY00385,APP0204,PAR007,2023-12-07,44750,Mobile Money,Mensuel,Valide
PAY00386,APP0204,PAR007,2024-01-06,44750,Virement,Mensuel,Valide
PAY00387,APP0204,PAR007,2024-02-05,44750,Carte bancaire,Mensuel,Valide
PAY00388,APP0205,PAR003,2022-11-11,89000,PayPal,Integral,Valide
PAY00389,APP0205,PAR005,2022-11-11,99000,Mobile Money,Integral,Valide
PAY00390,APP0206,PAR012,2023-11-05,22250,Carte bancaire,Mensuel,Valide
PAY00391,APP0206,PAR012,2023-12-05,22250,Mobile Money,Mensuel,Valide
PAY00392,APP0206,PAR012,2024-01-04,22250,PayPal,Mensuel,Valide
PAY00393,APP0206,PAR012,2024-02-03,22250,Virement,Mensuel,Valide
PAY00394,APP0207,PAR007,2022-09-10,44750,Carte bancaire,Mensuel,Valide
PAY00395,APP0207,PAR007,2022-10-10,44750,Carte bancaire,Mensuel,Valide
PAY00396,APP0207,PAR007,2022-11-09,44750,Mobile Money,Mensuel,Valide
PAY00397,APP0207,PAR007,2022-12-09,44750,Mobile Money,Mensuel,Valide
PAY00398,APP0208,PAR008,2022-02-06,79000,Mobile Money,Integral,Valide
PAY00399,APP0209,PAR002,2024-06-30,199000,Mobile Money,Integral,Valide
PAY00400,APP0209,PAR010,2024-06-30,69000,Mobile Money,Integral,Valide
PAY00401,APP0210,PAR011,2022-12-26,43600,Carte bancaire,En 2 fois,Valide
PAY00402,APP0210,PAR011,2023-01-25,43600,Mobile Money,En 2 fois,Valide
PAY00403,APP0210,PAR008,2022-12-26,63200,Mobile Money,Integral,Valide
PAY00404,APP0210,PAR009,2022-12-26,95200,Virement,Integral,Valide
PAY00405,APP0211,PAR011,2022-06-08,109000,Mobile Money,Integral,Valide
PAY00406,APP0212,PAR009,2023-05-06,119000,Mobile Money,Integral,Valide
PAY00407,APP0212,PAR010,2023-05-06,34500,Mobile Money,En 2 fois,Valide
PAY00408,APP0212,PAR010,2023-06-05,34500,Mobile Money,En 2 fois,Valide
PAY00409,APP0212,PAR008,2023-05-06,19750,Virement,Mensuel,Valide
PAY00410,APP0212,PAR008,2023-06-05,19750,Virement,Mensuel,Valide
PAY00411,APP0212,PAR008,2023-07-05,19750,Mobile Money,Mensuel,Valide
PAY00412,APP0212,PAR008,2023-08-04,19750,Mobile Money,Mensuel,Valide
PAY00413,APP0213,PAR008,2024-04-17,63200,Virement,Integral,Valide
PAY00414,APP0214,PAR009,2023-09-09,59500,Carte bancaire,En 2 fois,Valide
PAY00415,APP0214,PAR009,2023-10-09,59500,Virement,En 2 fois,Valide
PAY00416,APP0215,PAR003,2022-08-07,71200,Mobile Money,Integral,Valide
PAY00417,APP0216,PAR009,2022-02-08,119000,Mobile Money,Integral,Valide
PAY00418,APP0217,PAR001,2024-04-01,119200,Carte bancaire,Integral,Valide
PAY00419,APP0218,PAR007,2022-10-01,143200,Carte bancaire,Integral,Valide
PAY00420,APP0218,PAR005,2022-10-01,79200,Carte bancaire,Integral,Valide
PAY00421,APP0219,PAR008,2022-01-15,79000,Virement,Integral,Valide
PAY00422,APP0220,PAR010,2022-03-18,27600,Mobile Money,En 2 fois,Valide
PAY00423,APP0220,PAR010,2022-04-17,27600,Mobile Money,En 2 fois,Valide
PAY00424,APP0221,PAR007,2022-01-22,71600,Virement,En 2 fois,Valide
PAY00425,APP0221,PAR007,2022-02-21,71600,Carte bancaire,En 2 fois,Valide
PAY00426,APP0221,PAR010,2022-01-22,55200,Carte bancaire,Integral,Valide
PAY00427,APP0222,PAR011,2023-04-10,27250,Mobile Money,Mensuel,Valide
PAY00428,APP0222,PAR011,2023-05-10,27250,Mobile Money,Mensuel,Valide
PAY00429,APP0222,PAR011,2023-06-09,27250,Carte bancaire,Mensuel,Valide
PAY00430,APP0222,PAR011,2023-07-09,27250,Carte bancaire,Mensuel,Valide
PAY00431,APP0222,PAR006,2023-04-10,249000,Mobile Money,Integral,Valide
PAY00432,APP0223,PAR005,2024-06-11,79200,Mobile Money,Integral,Valide
PAY00433,APP0224,PAR006,2023-06-13,249000,Mobile Money,Integral,Valide
PAY00434,APP0225,PAR001,2022-04-01,74500,Mobile Money,En 2 fois,Valide
PAY00435,APP0225,PAR001,2022-05-01,74500,Carte bancaire,En 2 fois,Valide
PAY00436,APP0226,PAR001,2024-06-30,29800,Mobile Money,Mensuel,Echoue
PAY00437,APP0226,PAR001,2024-07-30,29800,Virement,Mensuel,Valide
PAY00438,APP0226,PAR001,2024-08-29,29800,Mobile Money,Mensuel,Echoue
PAY00439,APP0226,PAR001,2024-09-28,29800,Mobile Money,Mensuel,Valide
PAY00440,APP0226,PAR010,2024-06-30,55200,Mobile Money,Integral,Valide
PAY00441,APP0226,PAR012,2024-06-30,17800,Virement,Mensuel,Valide
PAY00442,APP0226,PAR012,2024-07-30,17800,Mobile Money,Mensuel,Valide
PAY00443,APP0226,PAR012,2024-08-29,17800,Carte bancaire,Mensuel,Valide
PAY00444,APP0226,PAR012,2024-09-28,17800,Carte bancaire,Mensuel,Valide
PAY00445,APP0227,PAR003,2022-03-23,89000,Mobile Money,Integral,Valide
PAY00446,APP0227,PAR006,2022-03-23,249000,Carte bancaire,Integral,Valide
PAY00447,APP0227,PAR011,2022-03-23,54500,Mobile Money,En 2 fois,Valide
PAY00448,APP0227,PAR011,2022-04-22,54500,Mobile Money,En 2 fois,Valide
PAY00449,APP0228,PAR012,2024-02-07,44500,Mobile Money,En 2 fois,Valide
PAY00450,APP0228,PAR012,2024-03-08,44500,Mobile Money,En 2 fois,Valide
PAY00451,APP0229,PAR010,2022-12-11,34500,Mobile Money,En 2 fois,Valide
PAY00452,APP0229,PAR010,2023-01-10,34500,Mobile Money,En 2 fois,Valide
PAY00453,APP0230,PAR001,2022-01-02,59600,Carte bancaire,En 2 fois,Valide
PAY00454,APP0230,PAR001,2022-02-01,59600,PayPal,En 2 fois,Valide
PAY00455,APP0231,PAR011,2022-04-04,109000,Mobile Money,Integral,Valide
PAY00456,APP0232,PAR006,2022-02-15,249000,Virement,Integral,Valide
PAY00457,APP0233,PAR007,2022-12-15,143200,PayPal,Integral,Valide
PAY00458,APP0234,PAR002,2023-08-11,39800,Mobile Money,Mensuel,Valide
PAY00459,APP0234,PAR002,2023-09-10,39800,Mobile Money,Mensuel,Valide
PAY00460,APP0234,PAR002,2023-10-10,39800,Mobile Money,Mensuel,Valide
PAY00461,APP0234,PAR002,2023-11-09,39800,Mobile Money,Mensuel,Valide
PAY00462,APP0234,PAR007,2023-08-11,71600,Mobile Money,En 2 fois,Valide
PAY00463,APP0234,PAR007,2023-09-10,71600,Carte bancaire,En 2 fois,Valide
PAY00464,APP0235,PAR006,2023-03-28,124500,Carte bancaire,En 2 fois,Echoue
PAY00465,APP0235,PAR006,2023-04-27,124500,Mobile Money,En 2 fois,Valide
PAY00466,APP0236,PAR006,2024-04-16,199200,Mobile Money,Integral,Valide
PAY00467,APP0237,PAR007,2023-03-07,179000,Mobile Money,Integral,Valide
PAY00468,APP0238,PAR006,2022-03-22,199200,PayPal,Integral,Valide
PAY00469,APP0239,PAR001,2023-06-04,149000,Carte bancaire,Integral,Valide
PAY00470,APP0239,PAR011,2023-06-04,109000,Virement,Integral,Valide
PAY00471,APP0240,PAR004,2023-01-04,129000,Carte bancaire,Integral,Valide
PAY00472,APP0241,PAR004,2022-09-17,103200,Carte bancaire,Integral,Valide
PAY00473,APP0241,PAR012,2022-09-17,71200,Mobile Money,Integral,Valide
PAY00474,APP0242,PAR011,2024-02-26,109000,PayPal,Integral,Valide
PAY00475,APP0242,PAR005,2024-02-26,99000,Mobile Money,Integral,Valide
PAY00476,APP0242,PAR010,2024-02-26,69000,Mobile Money,Integral,Valide
PAY00477,APP0243,PAR002,2024-06-30,199000,Virement,Integral,Valide
PAY00478,APP0243,PAR012,2024-06-30,89000,Virement,Integral,Valide
PAY00479,APP0244,PAR005,2022-07-13,99000,Mobile Money,Integral,Valide
PAY00480,APP0245,PAR002,2022-10-18,199000,Mobile Money,Integral,Valide
PAY00481,APP0246,PAR006,2023-02-11,199200,Mobile Money,Integral,Valide
PAY00482,APP0246,PAR003,2023-02-11,35600,Mobile Money,En 2 fois,Echoue
PAY00483,APP0246,PAR003,2023-03-13,35600,Mobile Money,En 2 fois,Valide
PAY00484,APP0247,PAR001,2023-07-04,149000,Virement,Integral,Valide
PAY00485,APP0248,PAR009,2023-06-07,95200,Mobile Money,Integral,Valide
PAY00486,APP0249,PAR006,2022-02-07,249000,Mobile Money,Integral,Valide
PAY00487,APP0249,PAR001,2022-02-07,149000,Carte bancaire,Integral,Valide
PAY00488,APP0250,PAR008,2022-01-01,63200,Virement,Integral,Valide
PAY00489,APP0251,PAR011,2023-02-02,87200,Mobile Money,Integral,Valide
PAY00490,APP0252,PAR007,2022-03-06,44750,Carte bancaire,Mensuel,Valide
PAY00491,APP0252,PAR007,2022-04-05,44750,Virement,Mensuel,Valide
PAY00492,APP0252,PAR007,2022-05-05,44750,Carte bancaire,Mensuel,Valide
PAY00493,APP0252,PAR007,2022-06-04,44750,Mobile Money,Mensuel,Valide
PAY00494,APP0252,PAR010,2022-03-06,34500,Mobile Money,En 2 fois,Rembourse
PAY00495,APP0252,PAR010,2022-04-05,34500,PayPal,En 2 fois,Valide
PAY00496,APP0252,PAR009,2022-03-06,119000,Virement,Integral,Valide
PAY00497,APP0253,PAR007,2022-06-17,179000,Mobile Money,Integral,Echoue
PAY00498,APP0254,PAR005,2022-12-23,79200,Virement,Integral,Valide
PAY00499,APP0255,PAR001,2022-03-04,149000,Carte bancaire,Integral,Valide
PAY00500,APP0256,PAR012,2023-11-07,89000,Carte bancaire,Integral,Valide
PAY00501,APP0257,PAR008,2022-12-08,-10000,Carte bancaire,En 2 fois,Valide
PAY00502,APP0257,PAR008,2023-01-07,31600,Mobile Money,En 2 fois,Echoue
PAY00503,APP0258,PAR010,2022-01-26,27600,Carte bancaire,En 2 fois,Valide
PAY00504,APP0258,PAR010,2022-02-25,27600,Mobile Money,En 2 fois,Valide
PAY00505,APP0258,PAR001,2022-01-26,119200,Virement,Integral,Valide
PAY00506,APP0259,PAR006,2022-01-07,199200,Mobile Money,Integral,Valide
PAY00507,APP0259,PAR007,2022-01-07,71600,Carte bancaire,En 2 fois,Valide
PAY00508,APP0259,PAR007,2022-02-06,71600,Mobile Money,En 2 fois,Valide
PAY00509,APP0260,PAR010,2022-05-18,55200,Carte bancaire,Integral,Valide
PAY00510,APP0260,PAR007,2022-05-18,71600,Mobile Money,En 2 fois,Valide
PAY00511,APP0260,PAR007,2022-06-17,71600,Carte bancaire,En 2 fois,Valide
PAY00512,APP0260,PAR006,2022-05-18,199200,Mobile Money,Integral,Valide
PAY00513,APP0261,PAR010,2022-06-08,69000,Mobile Money,Integral,Valide
PAY00514,APP0262,PAR002,2022-12-24,159200,Carte bancaire,Integral,Valide
PAY00515,APP0262,PAR008,2022-12-24,63200,Mobile Money,Integral,Valide
PAY00516,APP0263,PAR002,2022-03-09,199000,Mobile Money,Integral,Valide
PAY00517,APP0263,PAR011,2022-03-09,109000,PayPal,Integral,Valide
PAY00518,APP0264,PAR004,2022-11-12,103200,Mobile Money,Integral,Valide
PAY00519,APP0265,PAR006,2022-10-25,199200,Carte bancaire,Integral,Valide
PAY00520,APP0265,PAR008,2022-10-25,31600,Mobile Money,En 2 fois,Valide
PAY00521,APP0265,PAR008,2022-11-24,31600,Mobile Money,En 2 fois,Valide
PAY00522,APP0265,PAR009,2022-10-25,95200,Mobile Money,Integral,Valide
PAY00523,APP0266,PAR011,2022-09-11,109000,Mobile Money,Integral,Valide
PAY00524,APP0266,PAR006,2022-09-11,249000,Carte bancaire,Integral,Valide
PAY00525,APP0266,PAR003,2022-09-11,89000,Virement,Integral,Valide
PAY00526,APP0267,PAR010,2024-06-30,55200,Virement,Integral,Valide
PAY00527,APP0267,PAR005,2024-06-30,39600,Mobile Money,En 2 fois,Valide
PAY00528,APP0267,PAR005,2024-07-30,39600,Mobile Money,En 2 fois,Valide
PAY00529,APP0268,PAR006,2022-11-11,124500,Mobile Money,En 2 fois,Valide
PAY00530,APP0268,PAR006,2022-12-11,124500,Mobile Money,En 2 fois,Valide
PAY00531,APP0268,PAR007,2022-11-11,44750,Mobile Money,Mensuel,Valide
PAY00532,APP0268,PAR007,2022-12-11,44750,Mobile Money,Mensuel,Echoue
PAY00533,APP0268,PAR007,2023-01-10,44750,Virement,Mensuel,Valide
PAY00534,APP0268,PAR007,2023-02-09,44750,Mobile Money,Mensuel,Valide
PAY00535,APP0268,PAR004,2022-11-11,129000,Virement,Integral,Valide
PAY00536,APP0269,PAR008,2022-01-01,79000,Carte bancaire,Integral,Valide
PAY00537,APP0269,PAR011,2022-01-01,109000,Carte bancaire,Integral,Valide
PAY00538,APP0270,PAR002,2023-01-09,99500,Virement,En 2 fois,Valide
PAY00539,APP0270,PAR002,2023-02-08,99500,Mobile Money,En 2 fois,Valide
PAY00540,APP0271,PAR009,2022-02-15,119000,Virement,Integral,Valide
PAY00541,APP0272,PAR004,2022-06-17,64500,Mobile Money,En 2 fois,Valide
PAY00542,APP0272,PAR004,2022-07-17,64500,Mobile Money,En 2 fois,Valide
PAY00543,APP0272,PAR005,2022-06-17,99000,Mobile Money,Integral,Valide
PAY00544,APP0273,PAR005,2022-07-20,39600,Mobile Money,En 2 fois,Valide
PAY00545,APP0273,PAR005,2022-08-19,39600,Mobile Money,En 2 fois,Echoue
PAY00546,APP0274,PAR001,2022-07-11,74500,Carte bancaire,En 2 fois,Echoue
PAY00547,APP0274,PAR001,2022-08-10,74500,Virement,En 2 fois,Valide
PAY00548,APP0274,PAR005,2022-07-11,24750,Mobile Money,Mensuel,Valide
PAY00549,APP0274,PAR005,2022-08-10,24750,Mobile Money,Mensuel,Valide
PAY00550,APP0274,PAR005,2022-09-09,24750,Mobile Money,Mensuel,Valide
PAY00551,APP0274,PAR005,2022-10-09,24750,Mobile Money,Mensuel,Valide
PAY00552,APP0274,PAR010,2022-07-11,34500,PayPal,En 2 fois,Valide
PAY00553,APP0274,PAR010,2022-08-10,34500,Carte bancaire,En 2 fois,Valide
PAY00554,APP0275,PAR007,2022-04-08,71600,Mobile Money,En 2 fois,Valide
PAY00555,APP0275,PAR007,2022-05-08,71600,Virement,En 2 fois,Valide
PAY00556,APP0275,PAR004,2022-04-08,51600,Carte bancaire,En 2 fois,Valide
PAY00557,APP0275,PAR004,2022-05-08,51600,PayPal,En 2 fois,Valide
PAY00558,APP0276,PAR010,2023-07-22,69000,Mobile Money,Integral,Rembourse
PAY00559,APP0276,PAR002,2023-07-22,199000,Carte bancaire,Integral,Valide
PAY00560,APP0277,PAR012,2022-12-15,71200,Carte bancaire,Integral,Valide
PAY00561,APP0278,PAR010,2022-08-18,55200,PayPal,Integral,Valide
PAY00562,APP0278,PAR002,2022-08-18,159200,Mobile Money,Integral,Valide
PAY00563,APP0278,PAR012,2022-08-18,71200,Mobile Money,Integral,Valide
PAY00564,APP0279,PAR006,2024-04-15,249000,Mobile Money,Integral,Valide
PAY00565,APP0280,PAR005,2022-11-02,99000,PayPal,Integral,Valide
PAY00566,APP0281,PAR002,2022-10-24,159200,Carte bancaire,Integral,Valide
PAY00567,APP0282,PAR010,2022-06-08,34500,Carte bancaire,En 2 fois,Valide
PAY00568,APP0282,PAR010,2022-07-08,34500,Mobile Money,En 2 fois,Valide
PAY00569,APP0283,PAR009,2022-11-29,119000,PayPal,Integral,Valide
PAY00570,APP0283,PAR008,2022-11-29,19750,Virement,Mensuel,Valide
PAY00571,APP0283,PAR008,2022-12-29,19750,Mobile Money,Mensuel,Valide
PAY00572,APP0283,PAR008,2023-01-28,19750,Virement,Mensuel,Valide
PAY00573,APP0283,PAR008,2023-02-27,19750,Mobile Money,Mensuel,Valide
PAY00574,APP0284,PAR007,2022-05-29,179000,Virement,Integral,Valide
PAY00575,APP0285,PAR004,2023-03-01,129000,PayPal,Integral,Valide
PAY00576,APP0286,PAR006,2022-07-05,99600,Mobile Money,En 2 fois,Valide
PAY00577,APP0286,PAR006,2022-08-04,99600,Virement,En 2 fois,Valide
PAY00578,APP0287,PAR002,2022-09-04,159200,Virement,Integral,Valide
PAY00579,APP0288,PAR011,2023-07-24,87200,Mobile Money,Integral,Valide
PAY00580,APP0289,PAR005,2022-01-19,99000,Carte bancaire,Integral,Valide
PAY00581,APP0290,PAR009,2022-04-07,95200,Mobile Money,Integral,Valide
PAY00582,APP0291,PAR005,2023-01-20,39600,Mobile Money,En 2 fois,Valide
PAY00583,APP0291,PAR005,2023-02-19,39600,Carte bancaire,En 2 fois,Valide
PAY00584,APP0292,PAR007,2022-03-02,143200,Virement,Integral,Valide
PAY00585,APP0293,PAR011,2022-10-28,109000,PayPal,Integral,Echoue
PAY00586,APP0293,PAR009,2022-10-28,119000,Mobile Money,Integral,Echoue
PAY00587,APP0294,PAR006,2023-06-19,249000,Virement,Integral,Valide
PAY00588,APP0294,PAR004,2023-06-19,129000,Mobile Money,Integral,Valide
PAY00589,APP0295,PAR007,2022-03-28,143200,PayPal,Integral,Valide
PAY00590,APP0295,PAR012,2022-03-28,71200,Mobile Money,Integral,Valide
PAY00591,APP0296,PAR005,2022-03-05,39600,PayPal,En 2 fois,Valide
PAY00592,APP0296,PAR005,2022-04-04,39600,Mobile Money,En 2 fois,Valide
PAY00593,APP0296,PAR010,2022-03-05,27600,Carte bancaire,En 2 fois,Valide
PAY00594,APP0296,PAR010,2022-04-04,27600,Mobile Money,En 2 fois,Valide
PAY00595,APP0297,PAR009,2023-01-19,59500,PayPal,En 2 fois,Valide
PAY00596,APP0297,PAR009,2023-02-18,59500,Virement,En 2 fois,Valide
PAY00597,APP0298,PAR008,2022-05-26,39500,Carte bancaire,En 2 fois,Valide
PAY00598,APP0298,PAR008,2022-06-25,39500,PayPal,En 2 fois,Valide
PAY00599,APP0299,PAR011,2022-01-16,109000,PayPal,Integral,Valide
PAY00600,APP0299,PAR009,2022-01-16,119000,Virement,Integral,Valide
PAY00601,APP0300,PAR003,2022-05-25,71200,Mobile Money,Integral,Valide
PAY00602,APP0301,PAR001,2022-05-12,119200,Carte bancaire,Integral,Valide
PAY00603,APP0301,PAR011,2022-05-12,87200,Carte bancaire,Integral,Valide
PAY00604,APP0302,PAR012,2023-01-31,71200,Mobile Money,Integral,Valide
PAY00605,APP0303,PAR009,2024-06-30,23800,Mobile Money,Mensuel,Valide
PAY00606,APP0303,PAR009,2024-07-30,23800,Carte bancaire,Mensuel,Valide
PAY00607,APP0303,PAR009,2024-08-29,23800,Virement,Mensuel,Valide
PAY00608,APP0303,PAR009,2024-09-28,23800,PayPal,Mensuel,Valide
PAY00609,APP0304,PAR003,2022-08-03,71200,Mobile Money,Integral,Valide
PAY00610,APP0304,PAR010,2022-08-03,27600,Mobile Money,En 2 fois,Valide
PAY00611,APP0304,PAR010,2022-09-02,27600,PayPal,En 2 fois,Valide
PAY00612,APP0305,PAR008,2022-08-23,79000,PayPal,Integral,Valide
PAY00613,APP0306,PAR004,2022-06-10,129000,Virement,Integral,Valide
PAY00614,APP0306,PAR011,2022-06-10,109000,Carte bancaire,Integral,Valide
PAY00615,APP0307,PAR012,2022-04-07,71200,Carte bancaire,Integral,Valide
PAY00616,APP0307,PAR008,2022-04-07,63200,PayPal,Integral,Valide
PAY00617,APP0308,PAR005,2024-06-30,99000,Mobile Money,Integral,Valide
PAY00618,APP0308,PAR011,2024-06-30,109000,Carte bancaire,Integral,Valide
PAY00619,APP0309,PAR009,2022-05-02,119000,Mobile Money,Integral,Valide
PAY00620,APP0310,PAR010,2024-06-30,69000,Carte bancaire,Integral,Valide
PAY00621,APP0311,PAR007,2022-06-14,143200,Mobile Money,Integral,Valide
PAY00622,APP0311,PAR010,2022-06-14,27600,PayPal,En 2 fois,Valide
PAY00623,APP0311,PAR010,2022-07-14,27600,Carte bancaire,En 2 fois,Valide
PAY00624,APP0312,PAR012,2024-06-30,71200,Virement,Integral,Valide
PAY00625,APP0313,PAR011,2022-05-22,27250,PayPal,Mensuel,Valide
PAY00626,APP0313,PAR011,2022-06-21,27250,PayPal,Mensuel,Echoue
PAY00627,APP0313,PAR011,2022-07-21,27250,Mobile Money,Mensuel,Valide
PAY00628,APP0313,PAR011,2022-08-20,27250,Carte bancaire,Mensuel,Valide
PAY00629,APP0314,PAR001,2022-03-16,119200,Mobile Money,Integral,Valide
PAY00630,APP0315,PAR009,2024-06-30,119000,Mobile Money,Integral,Valide
PAY00631,APP0316,PAR004,2023-06-14,64500,Mobile Money,En 2 fois,Valide
PAY00632,APP0316,PAR004,2023-07-14,64500,Carte bancaire,En 2 fois,Valide
PAY00633,APP0317,PAR006,2023-07-20,124500,Carte bancaire,En 2 fois,Echoue
PAY00634,APP0317,PAR006,2023-08-19,124500,Carte bancaire,En 2 fois,Valide
PAY00635,APP0318,PAR008,2024-06-30,79000,Virement,Integral,Valide
PAY00636,APP0318,PAR003,2024-06-30,89000,Mobile Money,Integral,Valide
PAY00637,APP0319,PAR004,2023-01-23,64500,Mobile Money,En 2 fois,Valide
PAY00638,APP0319,PAR004,2023-02-22,64500,Mobile Money,En 2 fois,Valide
PAY00639,APP0319,PAR003,2023-01-23,89000,PayPal,Integral,Valide
PAY00640,APP0319,PAR005,2023-01-23,99000,Virement,Integral,Valide
PAY00641,APP0320,PAR007,2022-05-04,143200,Mobile Money,Integral,Valide
PAY00642,APP0320,PAR012,2022-05-04,71200,Mobile Money,Integral,Valide
PAY00643,APP0320,PAR006,2022-05-04,199200,Mobile Money,Integral,Valide
