paiement_id,reservation_id,date_paiement,montant,moyen_paiement,statut_paiement
PAY00438,RES00347,2022-05-16,468000,Carte bancaire,Valide
PAY00439,RES00348,2022-03-10,552000,Mobile Money,Valide
PAY00440,RES00349,2022-06-13,160000,Mobile Money,Valide
PAY00441,RES00350,2022-12-06,320000,Mobile Money,Valide
PAY00442,RES00351,2023-07-27,294400,Mobile Money,Valide
PAY00443,RES00352,2023-05-03,540000,Mobile Money,Valide
PAY00444,RES00353,2023-05-26,432000,Virement,Valide
PAY00445,RES00354,2023-03-23,242880,Carte bancaire,Valide
PAY00446,RES00355,2024-05-11,105300,Carte bancaire,Valide
PAY00447,RES00355,2024-05-26,105300,Mobile Money,Valide
PAY00448,RES00356,2023-12-12,211200,Mobile Money,Valide
PAY00449,RES00357,2024-05-11,70400,Virement,Valide
PAY00450,RES00357,2024-05-26,70400,Mobile Money,Valide
PAY00451,RES00358,2022-05-18,540000,Carte bancaire,Valide
PAY00452,RES00359,2021-12-28,204000,Mobile Money,Valide
PAY00453,RES00360,2023-02-24,795600,Mobile Money,Valide
PAY00454,RES00361,2022-03-02,78200,Carte bancaire,Valide
PAY00455,RES00362,2024-04-04,210600,Carte bancaire,Valide
PAY00456,RES00363,2022-11-28,54000,Mobile Money,Valide
PAY00457,RES00363,2022-12-13,54000,Carte bancaire,Valide
PAY00458,RES00364,2024-04-11,165600,Carte bancaire,Valide
PAY00459,RES00365,2023-04-09,702000,Mobile Money,Valide
PAY00460,RES00366,2024-03-29,242880,Carte bancaire,Valide
PAY00461,RES00367,2022-06-27,248400,Carte bancaire,Valide
PAY00462,RES00368,2023-02-19,310500,Carte bancaire,Valide
PAY00463,RES00368,2023-03-06,310500,Virement,Valide
PAY00464,RES00369,2022-06-04,240000,Especes,Valide
PAY00465,RES00370,2022-04-07,1086750,Carte bancaire,Valide
PAY00466,RES00371,2023-04-10,215280,Virement,Valide
PAY00467,RES00371,2023-04-25,215280,Carte bancaire,Valide
PAY00468,RES00372,2024-01-14,552000,Mobile Money,Valide
PAY00469,RES00373,2022-09-07,294400,Carte bancaire,Valide
PAY00470,RES00374,2022-11-23,621000,Mobile Money,Valide
PAY00471,RES00375,2023-01-21,1601600,Mobile Money,Valide
PAY00472,RES00376,2024-01-21,234600,Carte bancaire,Valide
PAY00473,RES00377,2024-02-29,411840,Mobile Money,Valide
PAY00474,RES00378,2023-09-19,46000,Mobile Money,Valide
PAY00475,RES00378,2023-10-04,46000,Mobile Money,Valide
PAY00476,RES00379,2022-03-07,421200,Virement,Valide
PAY00477,RES00380,2023-06-24,191360,Carte bancaire,Valide
PAY00478,RES00381,2022-03-30,165600,Mobile Money,Valide
PAY00479,RES00382,2024-02-16,288000,Virement,Valide
PAY00480,RES00383,2023-12-25,616000,Carte bancaire,Valide
PAY00481,RES00384,2023-09-22,138000,Virement,Valide
PAY00482,RES00384,2023-10-07,138000,Mobile Money,Valide
PAY00483,RES00385,2022-12-22,82800,Mobile Money,Valide
PAY00484,RES00386,2023-08-14,360000,Especes,Valide
PAY00485,RES00387,2023-03-05,372600,Mobile Money,Valide
PAY00486,RES00388,2023-04-16,40000,Carte bancaire,Valide
PAY00487,RES00388,2023-05-01,40000,Carte bancaire,Valide
PAY00488,RES00389,2023-09-28,73600,Carte bancaire,Valide
PAY00489,RES00390,2024-03-29,720000,Mobile Money,Valide
PAY00490,RES00391,2022-12-06,496800,Virement,Valide
PAY00491,RES00392,2023-10-28,459000,Carte bancaire,Valide
PAY00492,RES00393,2022-06-17,621000,Virement,Valide
PAY00493,RES00394,2024-03-12,276000,Carte bancaire,Valide
PAY00494,RES00395,2022-01-29,368000,Mobile Money,Valide
PAY00495,RES00396,2022-02-16,724500,Mobile Money,Valide
PAY00496,RES00397,2024-06-07,80000,Mobile Money,Valide
PAY00497,RES00398,2023-09-11,144000,Virement,Valide
PAY00498,RES00399,2022-10-01,351900,Carte bancaire,Valide
PAY00499,RES00400,2022-01-22,644000,Mobile Money,Valide
PAY00500,RES00401,2022-09-01,631800,Carte bancaire,Valide
PAY00501,RES00402,2022-08-13,294400,Carte bancaire,Valide
PAY00502,RES00403,2022-01-05,165600,Mobile Money,Valide
PAY00503,RES00404,2022-10-02,242880,Carte bancaire,Valide
PAY00504,RES00405,2021-12-01,850080,Mobile Money,Valide
PAY00505,RES00407,2023-11-13,1260000,Mobile Money,Valide
PAY00506,RES00408,2023-06-14,108000,Virement,Valide
PAY00507,RES00409,2024-04-28,82800,Mobile Money,Valide
PAY00508,RES00410,2024-04-09,110400,Carte bancaire,Valide
PAY00509,RES00411,2024-03-22,530400,Carte bancaire,Valide
PAY00510,RES00412,2023-05-21,84640,Carte bancaire,Valide
PAY00511,RES00413,2022-10-22,161920,Mobile Money,Valide
PAY00512,RES00414,2022-06-07,36000,Virement,Valide
PAY00513,RES00414,2022-06-22,36000,Virement,Valide
PAY00514,RES00415,2022-09-27,237600,Mobile Money,Valide
PAY00515,RES00415,2022-10-12,237600,Virement,Valide
PAY00516,RES00416,2024-01-27,46800,Carte bancaire,Valide
PAY00517,RES00416,2024-02-11,46800,Carte bancaire,Valide
PAY00518,RES00417,2022-05-26,411840,Carte bancaire,Valide
PAY00519,RES00418,2023-09-26,184000,Carte bancaire,Valide
PAY00520,RES00419,2023-03-23,158400,Mobile Money,Valide
PAY00521,RES00419,2023-04-07,158400,Virement,Valide
PAY00522,RES00420,2022-08-17,288000,Carte bancaire,Valide
PAY00523,RES00421,2022-02-22,1035000,Carte bancaire,Valide
PAY00524,RES00422,2022-07-22,360000,Virement,Valide
PAY00525,RES00423,2022-12-11,745200,Carte bancaire,Valide
PAY00526,RES00424,2022-11-11,78200,Mobile Money,Valide
PAY00527,RES00424,2022-11-26,78200,Carte bancaire,Valide
PAY00528,RES00425,2022-08-25,110400,Carte bancaire,Valide
PAY00529,RES00425,2022-09-09,110400,Especes,Valide
PAY00530,RES00426,2023-06-22,242880,Mobile Money,Valide
PAY00531,RES00426,2023-07-07,242880,Mobile Money,Valide
PAY00532,RES00427,2022-08-10,144000,Virement,Valide
PAY00533,RES00428,2023-01-20,2205000,Virement,Valide
PAY00534,RES00429,2023-12-13,108000,Mobile Money,Valide
PAY00535,RES00429,2023-12-28,108000,Especes,Valide
PAY00536,RES00430,2022-01-29,165600,Carte bancaire,Valide
PAY00537,RES00431,2023-02-15,105600,Carte bancaire,Valide
PAY00538,RES00431,2023-03-02,105600,Carte bancaire,Valide
PAY00539,RES00432,2024-03-29,364320,Mobile Money,Valide
PAY00540,RES00433,2022-10-04,220800,Mobile Money,Echoue
PAY00541,RES00434,2022-11-23,104000,Carte bancaire,Valide
PAY00542,RES00434,2022-12-08,104000,Mobile Money,Valide
PAY00543,RES00435,2022-01-10,240000,Virement,Valide
PAY00544,RES00436,2022-12-09,368000,Carte bancaire,Valide
PAY00545,RES00437,2023-04-29,945000,Mobile Money,Valide
PAY00546,RES00438,2022-06-11,105600,Mobile Money,Valide
PAY00547,RES00438,2022-06-26,105600,Virement,Valide
PAY00548,RES00439,2023-11-09,320000,Mobile Money,Valide
PAY00549,RES00440,2024-04-02,280800,Especes,Valide
PAY00550,RES00441,2021-12-23,80000,Mobile Money,Valide
PAY00551,RES00442,2022-04-02,331200,Carte bancaire,Valide
PAY00552,RES00443,2022-06-11,316800,Especes,Valide
PAY00553,RES00444,2021-12-03,331200,Carte bancaire,Valide
PAY00554,RES00445,2022-11-11,105600,Mobile Money,Valide
PAY00555,RES00445,2022-11-26,105600,Especes,Valide
PAY00556,RES00446,2024-02-12,240000,Carte bancaire,Valide
PAY00557,RES00447,2022-01-31,72000,Carte bancaire,Valide
PAY00558,RES00448,2022-01-25,372600,Mobile Money,Valide
PAY00559,RES00449,2024-01-17,607200,Virement,Valide
PAY00560,RES00450,2022-08-07,216000,Carte bancaire,Valide
PAY00561,RES00451,2022-09-30,331200,Mobile Money,Valide
PAY00562,RES00452,2023-02-27,270000,Carte bancaire,Valide
PAY00563,RES00452,2023-03-14,270000,Mobile Money,Valide
PAY00564,RES00453,2023-04-12,372600,Virement,Valide
PAY00565,RES00454,2024-01-13,140400,Virement,Valide
PAY00566,RES00455,2022-03-02,121440,Virement,Valide
PAY00567,RES00455,2022-03-17,121440,Mobile Money,Valide
PAY00568,RES00456,2023-04-11,253920,Mobile Money,Valide
PAY00569,RES00457,2024-04-27,162000,Especes,Valide
PAY00570,RES00457,2024-05-12,162000,Mobile Money,Valide
PAY00571,RES00458,2023-03-30,84640,Mobile Money,Valide
PAY00572,RES00458,2023-04-14,84640,Mobile Money,Valide
PAY00573,RES00459,2022-09-10,160000,Carte bancaire,Valide
PAY00574,RES00460,2022-10-15,616000,Carte bancaire,Valide
PAY00575,RES00461,2022-01-30,1260000,Mobile Money,Valide
PAY00576,RES00462,2022-01-23,281600,Carte bancaire,Valide
PAY00577,RES00463,2023-06-29,126960,Mobile Money,Valide
PAY00578,RES00464,2023-03-24,331200,Carte bancaire,Valide
PAY00579,RES00465,2022-10-15,248400,Carte bancaire,Valide
PAY00580,RES00466,2023-12-21,702000,Virement,Valide
PAY00581,RES00467,2023-06-02,316800,Mobile Money,Valide
PAY00582,RES00468,2023-06-20,104000,Mobile Money,Valide
PAY00583,RES00468,2023-07-05,104000,Carte bancaire,Valide
PAY00584,RES00469,2023-01-18,240000,Carte bancaire,Valide
PAY00585,RES00470,2022-10-20,208000,Carte bancaire,Valide
PAY00586,RES00471,2022-10-06,210600,Especes,Valide
PAY00587,RES00472,2022-07-12,110400,Mobile Money,Valide
PAY00588,RES00473,2023-05-28,372600,Mobile Money,Valide
PAY00589,RES00474,2022-09-09,644000,Carte bancaire,Valide
PAY00590,RES00475,2023-06-09,280800,Mobile Money,Valide
PAY00591,RES00476,2024-02-03,211200,Carte bancaire,Valide
PAY00592,RES00477,2023-12-22,1260000,Virement,Valide
PAY00593,RES00478,2023-09-20,421200,Carte bancaire,Valide
PAY00594,RES00479,2022-04-30,165600,Carte bancaire,Valide
PAY00595,RES00479,2022-05-15,165600,Virement,Valide
PAY00596,RES00480,2023-09-14,72000,Mobile Money,Valide
PAY00597,RES00481,2023-03-15,248400,Carte bancaire,Valide
PAY00598,RES00482,2021-12-25,607200,Especes,Valide
PAY00599,RES00483,2021-11-27,240000,Carte bancaire,Valide
PAY00600,RES00484,2024-06-14,136000,Carte bancaire,Valide
PAY00601,RES00485,2022-03-29,216000,Mobile Money,Valide
PAY00602,RES00486,2023-12-03,161920,Carte bancaire,Valide
PAY00603,RES00487,2024-03-04,240000,Carte bancaire,Valide
PAY00604,RES00488,2024-02-19,280800,Carte bancaire,Valide
PAY00605,RES00489,2022-12-20,180000,Carte bancaire,Valide
PAY00606,RES00489,2023-01-04,180000,Especes,Valide
PAY00607,RES00490,2023-11-12,861120,Carte bancaire,Valide
PAY00608,RES00491,2022-12-21,294400,Virement,Valide
PAY00609,RES00492,2024-03-19,104000,Virement,Valide
PAY00610,RES00493,2022-01-02,117300,Especes,Valide
PAY00611,RES00493,2022-01-17,117300,Carte bancaire,Valide
PAY00612,RES00494,2022-08-21,324000,Especes,Valide
PAY00613,RES00495,2022-03-17,248400,Especes,Valide
PAY00614,RES00496,2023-05-10,248400,Mobile Money,Valide
PAY00615,RES00497,2024-03-02,165600,Carte bancaire,Valide
PAY00616,RES00497,2024-03-17,165600,Mobile Money,Valide
PAY00617,RES00499,2023-01-30,1449000,Mobile Money,Valide
PAY00618,RES00500,2023-08-02,68000,Carte bancaire,Valide
PAY00619,RES00501,2022-07-30,-50000,Carte bancaire,Valide
PAY00620,RES00502,2022-11-09,160000,Mobile Money,Valide
PAY00621,RES00503,2024-04-08,36800,Mobile Money,Valide
PAY00622,RES00503,2024-04-23,36800,Carte bancaire,Valide
PAY00623,RES00504,2022-02-18,234600,Carte bancaire,Valide
PAY00624,RES00505,2022-02-14,496800,Carte bancaire,Valide
PAY00625,RES00506,2023-05-04,316800,Especes,Valide
PAY00626,RES00507,2022-09-17,70400,Mobile Money,Valide
PAY00627,RES00508,2023-04-09,372600,Carte bancaire,Valide
PAY00628,RES00509,2023-03-04,795600,Carte bancaire,Echoue
PAY00629,RES00510,2023-06-12,1481200,Carte bancaire,Valide
PAY00630,RES00511,2023-04-14,240000,Carte bancaire,Valide
PAY00631,RES00512,2022-04-02,52800,Virement,Valide
PAY00632,RES00512,2022-04-17,52800,Especes,Valide
PAY00633,RES00513,2023-10-01,240000,Carte bancaire,Valide
PAY00634,RES00514,2023-02-12,372600,Virement,Valide
PAY00635,RES00515,2024-04-05,414000,Mobile Money,Valide
PAY00636,RES00516,2023-10-29,102000,Carte bancaire,Valide
PAY00637,RES00517,2022-10-04,207000,Carte bancaire,Valide
PAY00638,RES00517,2022-10-19,207000,Virement,Valide
PAY00639,RES00518,2024-01-15,46000,Mobile Money,Valide
PAY00640,RES00518,2024-01-30,46000,Carte bancaire,Valide
PAY00641,RES00519,2023-07-02,294400,Virement,Valide
PAY00642,RES00520,2022-01-08,1026375,Mobile Money,Valide
PAY00643,RES00521,2022-11-12,281600,Mobile Money,Echoue
PAY00644,RES00522,2023-06-07,496800,Mobile Money,Valide
PAY00645,RES00523,2022-04-25,468000,Mobile Money,Valide
PAY00646,RES00524,2022-11-06,366080,Carte bancaire,Valide
PAY00647,RES00525,2022-05-26,552000,Virement,Valide
PAY00648,RES00526,2021-11-25,288000,Carte bancaire,Valide
PAY00649,RES00527,2023-04-14,552000,Carte bancaire,Valide
PAY00650,RES00528,2023-01-30,120000,Carte bancaire,Valide
PAY00651,RES00529,2023-05-16,105600,Mobile Money,Valide
PAY00652,RES00530,2021-12-02,216000,Carte bancaire,Valide
PAY00653,RES00530,2021-12-17,216000,Mobile Money,Valide
PAY00654,RES00531,2024-02-19,364320,Carte bancaire,Valide
PAY00655,RES00532,2023-01-30,184800,Virement,Rembourse
PAY00656,RES00533,2024-05-06,724500,Carte bancaire,Valide
PAY00657,RES00534,2024-02-22,372600,Mobile Money,Valide
PAY00658,RES00535,2023-06-19,120000,Carte bancaire,Valide
PAY00659,RES00535,2023-07-04,120000,Carte bancaire,Valide
PAY00660,RES00536,2023-05-23,331200,Carte bancaire,Valide
PAY00661,RES00537,2023-11-30,574080,Carte bancaire,Valide
PAY00662,RES00538,2023-06-17,362250,Carte bancaire,Valide
PAY00663,RES00539,2023-10-01,276000,Mobile Money,Valide
PAY00664,RES00540,2023-12-18,120000,Mobile Money,Valide
PAY00665,RES00540,2024-01-02,120000,Carte bancaire,Valide
PAY00666,RES00541,2023-04-08,372600,Carte bancaire,Valide
PAY00667,RES00542,2022-03-16,702000,Carte bancaire,Valide
PAY00668,RES00543,2024-01-21,421200,Carte bancaire,Valide
PAY00669,RES00544,2022-09-06,274560,Carte bancaire,Valide
PAY00670,RES00545,2022-06-07,700000,Carte bancaire,Valide
PAY00671,RES00545,2022-06-22,700000,Especes,Valide
PAY00672,RES00546,2022-09-04,253920,Mobile Money,Valide
PAY00673,RES00548,2022-02-08,546480,Mobile Money,Valide
PAY00674,RES00549,2024-01-31,276000,Carte bancaire,Valide
PAY00675,RES00549,2024-02-15,276000,Mobile Money,Valide
PAY00676,RES00550,2023-02-07,455000,Mobile Money,Valide
PAY00677,RES00551,2024-01-13,78200,Virement,Valide
PAY00678,RES00551,2024-01-28,78200,Especes,Valide
PAY00679,RES00552,2022-03-17,92000,Carte bancaire,Valide
PAY00680,RES00552,2022-04-01,92000,Mobile Money,Valide
PAY00681,RES00553,2022-11-12,169280,Mobile Money,Valide
PAY00682,RES00554,2023-08-18,459000,Virement,Valide
PAY00683,RES00555,2022-07-11,1811250,Especes,Valide
PAY00684,RES00556,2022-03-14,204000,Carte bancaire,Valide
PAY00685,RES00557,2022-03-24,287040,Virement,Valide
PAY00686,RES00558,2023-02-06,331200,Especes,Valide
PAY00687,RES00559,2024-05-04,253920,Carte bancaire,Valide
PAY00688,RES00560,2022-06-01,372600,Carte bancaire,Echoue
PAY00689,RES00561,2022-10-05,475200,Carte bancaire,Valide
PAY00690,RES00562,2022-11-27,265200,Carte bancaire,Valide
PAY00691,RES00562,2022-12-12,265200,Mobile Money,Valide
PAY00692,RES00563,2024-03-02,186300,Carte bancaire,Valide
PAY00693,RES00563,2024-03-17,186300,Mobile Money,Valide
PAY00694,RES00564,2023-11-03,71760,Mobile Money,Valide
PAY00695,RES00564,2023-11-18,71760,Virement,Valide
PAY00696,RES00565,2022-02-22,162000,Carte bancaire,Valide
PAY00697,RES00565,2022-03-09,162000,Virement,Valide
PAY00698,RES00566,2024-05-12,160000,Mobile Money,Valide
PAY00699,RES00567,2023-05-01,82800,Carte bancaire,Valide
PAY00700,RES00568,2024-01-17,272000,Virement,Valide
PAY00701,RES00569,2022-11-22,411840,Virement,Valide
PAY00702,RES00570,2022-09-13,124200,Mobile Money,Valide
PAY00703,RES00572,2023-03-08,1820000,Mobile Money,Valide
PAY00704,RES00573,2022-07-26,340000,Carte bancaire,Valide
PAY00705,RES00574,2022-02-12,70400,Especes,Valide
PAY00706,RES00575,2023-07-08,248400,Carte bancaire,Valide
PAY00707,RES00576,2022-09-04,84640,Mobile Money,Valide
PAY00708,RES00577,2022-06-04,414000,Carte bancaire,Valide
PAY00709,RES00578,2022-07-05,210600,Mobile Money,Valide
PAY00710,RES00578,2022-07-20,210600,Mobile Money,Valide
PAY00711,RES00579,2024-03-09,360000,Mobile Money,Valide
PAY00712,RES00580,2023-08-18,84640,Carte bancaire,Valide
PAY00713,RES00581,2023-10-28,40480,Carte bancaire,Valide
PAY00714,RES00581,2023-11-12,40480,Mobile Money,Valide
PAY00715,RES00582,2023-06-13,234600,Virement,Valide
PAY00716,RES00583,2022-02-07,546480,Carte bancaire,Valide
PAY00717,RES00584,2022-04-13,1026375,Carte bancaire,Valide
PAY00718,RES00585,2022-06-25,352000,Carte bancaire,Valide
PAY00719,RES00586,2023-12-30,160000,Virement,Valide
PAY00720,RES00586,2024-01-14,160000,Carte bancaire,Valide
PAY00721,RES00587,2021-12-01,312000,Carte bancaire,Valide
PAY00722,RES00588,2024-04-03,312000,Carte bancaire,Valide
PAY00723,RES00589,2023-12-11,234600,Carte bancaire,Valide
PAY00724,RES00590,2023-03-14,136000,Virement,Valide
PAY00725,RES00591,2022-02-03,1365000,Virement,Valide
PAY00726,RES00592,2022-09-07,93600,Mobile Money,Valide
PAY00727,RES00592,2022-09-22,93600,Virement,Valide
PAY00728,RES00593,2021-12-30,207000,Mobile Money,Valide
PAY00729,RES00593,2022-01-14,207000,Carte bancaire,Valide
PAY00730,RES00594,2024-04-16,216000,Carte bancaire,Valide
PAY00731,RES00595,2023-06-09,624000,Virement,Valide
PAY00732,RES00596,2023-07-22,184000,Especes,Valide
PAY00733,RES00597,2023-12-08,579600,Carte bancaire,Valide
PAY00734,RES00598,2022-12-10,756000,Mobile Money,Valide
PAY00735,RES00599,2022-09-14,316800,Mobile Money,Valide
PAY00736,RES00600,2022-05-05,124200,Carte bancaire,Valide
PAY00737,RES00600,2022-05-20,124200,Carte bancaire,Valide
PAY00738,RES00601,2022-07-04,444360,Especes,Valide
PAY00739,RES00601,2022-07-19,444360,Carte bancaire,Valide
PAY00740,RES00602,2023-05-16,216000,Mobile Money,Valide
PAY00741,RES00602,2023-05-31,216000,Mobile Money,Valide
PAY00742,RES00603,2023-12-29,360000,Mobile Money,Valide
PAY00743,RES00604,2024-05-25,372600,Carte bancaire,Valide
PAY00744,RES00605,2022-08-07,372600,Carte bancaire,Valide
PAY00745,RES00606,2022-02-03,423200,Carte bancaire,Valide
PAY00746,RES00607,2023-03-26,288000,Carte bancaire,Valide
PAY00747,RES00608,2024-05-21,138000,Carte bancaire,Valide
PAY00748,RES00608,2024-06-05,138000,Carte bancaire,Valide
PAY00749,RES00609,2022-01-26,175950,Carte bancaire,Valide
PAY00750,RES00609,2022-02-10,175950,Mobile Money,Valide
PAY00751,RES00610,2024-02-14,486000,Mobile Money,Valide
PAY00752,RES00611,2022-07-11,360000,Especes,Valide
PAY00753,RES00612,2023-04-04,72000,Mobile Money,Valide
PAY00754,RES00613,2023-09-04,475200,Carte bancaire,Valide
PAY00755,RES00614,2022-03-27,837200,Carte bancaire,Valide
PAY00756,RES00614,2022-04-11,837200,Carte bancaire,Valide
PAY00757,RES00615,2021-12-11,242880,Mobile Money,Valide
PAY00758,RES00615,2021-12-26,242880,Carte bancaire,Valide
PAY00759,RES00616,2023-04-04,310500,Mobile Money,Valide
PAY00760,RES00616,2023-04-19,310500,Carte bancaire,Valide
PAY00761,RES00617,2022-04-17,80000,Virement,Valide
PAY00762,RES00618,2022-09-11,1365000,Mobile Money,Valide
PAY00763,RES00619,2024-05-08,34000,Virement,Valide
PAY00764,RES00619,2024-05-23,34000,Virement,Valide
PAY00765,RES00620,2024-04-26,52800,Carte bancaire,Valide
PAY00766,RES00620,2024-05-11,52800,Virement,Valide
PAY00767,RES00621,2022-10-12,402500,Carte bancaire,Valide
PAY00768,RES00622,2022-07-21,216000,Mobile Money,Valide
PAY00769,RES00623,2024-03-17,216000,Especes,Valide
PAY00770,RES00623,2024-04-01,216000,Mobile Money,Valide
PAY00771,RES00624,2023-09-11,207000,Mobile Money,Valide
PAY00772,RES00624,2023-09-26,207000,Carte bancaire,Valide
PAY00773,RES00625,2024-04-03,138000,Virement,Valide
PAY00774,RES00626,2022-10-29,180000,Mobile Money,Valide
PAY00775,RES00626,2022-11-13,180000,Mobile Money,Valide
PAY00776,RES00627,2023-09-02,552000,Carte bancaire,Valide
PAY00777,RES00628,2022-08-29,273240,Carte bancaire,Echoue
PAY00778,RES00628,2022-09-13,273240,Mobile Money,Valide
PAY00779,RES00629,2023-10-19,211200,Carte bancaire,Valide
PAY00780,RES00629,2023-11-03,211200,Mobile Money,Valide
PAY00781,RES00630,2022-12-25,455000,Mobile Money,Valide
PAY00782,RES00630,2023-01-09,455000,Mobile Money,Valide
PAY00783,RES00631,2022-09-10,805000,Carte bancaire,Valide
PAY00784,RES00632,2022-05-23,211200,Mobile Money,Valide
PAY00785,RES00633,2023-01-18,702000,Mobile Money,Valide
PAY00786,RES00634,2023-03-15,276000,Carte bancaire,Valide
PAY00787,RES00635,2022-06-12,828000,Carte bancaire,Valide
PAY00788,RES00636,2023-03-20,432000,Carte bancaire,Valide
PAY00789,RES00637,2023-01-14,312000,Carte bancaire,Valide
PAY00790,RES00638,2022-09-14,93600,Carte bancaire,Rembourse
PAY00791,RES00639,2023-07-12,800800,Mobile Money,Valide
PAY00792,RES00640,2023-06-22,294400,Carte bancaire,Valide
PAY00793,RES00641,2022-05-21,80000,Virement,Valide
PAY00794,RES00642,2024-04-02,372600,Virement,Valide
PAY00795,RES00643,2023-04-30,280800,Carte bancaire,Valide
PAY00796,RES00644,2023-05-08,369600,Especes,Valide
PAY00797,RES00644,2023-05-23,369600,Mobile Money,Valide
PAY00798,RES00645,2022-10-24,165600,Carte bancaire,Valide
PAY00799,RES00646,2021-12-29,324000,Carte bancaire,Valide
PAY00800,RES00647,2023-10-27,87975,Virement,Valide
PAY00801,RES00647,2023-11-11,87975,Mobile Money,Valide
PAY00802,RES00648,2022-01-03,220800,Virement,Valide
PAY00803,RES00649,2023-01-21,810000,Especes,Valide
PAY00804,RES00650,2022-10-31,161920,Carte bancaire,Valide
PAY00805,RES00651,2022-09-08,92000,Carte bancaire,Valide
PAY00806,RES00652,2023-01-08,248400,Carte bancaire,Valide
