id_ticket,id_client,date_creation,type,statut,delai_resolution_jours
TK000474,CL00379,2024-01-28,Reseau,ouvert,
TK000475,CL00379,2025-05-27,Facturation,resolu,1.0
TK000476,CL00379,2025-08-09,Reseau,resolu,7.0
TK000477,CL00381,2025-12-16,Reseau,resolu,2.0
TK000478,CL00383,2025-07-13,Reseau,ouvert,
TK000479,CL00385,2025-10-11,Facturation,ouvert,
TK000480,CL00385,2024-08-01,Reseau,ouvert,
TK000481,CL00385,2024-09-22,Reseau,ouvert,
TK000482,CL00388,2025-02-17,Facturation,abandonne,1.0
TK000483,CL00388,2025-03-22,Offre,resolu,10.0
TK000484,CL00388,2024-10-13,Reseau,ouvert,
TK000485,CL00389,2025-11-02,Offre,ouvert,
TK000486,CL00390,2025-05-30,Facturation,resolu,6.0
TK000487,CL00390,2024-10-15,Offre,resolu,1.0
TK000488,CL00391,2025-04-28,Offre,resolu,7.0
TK000489,CL00392,2025-07-11,Reseau,resolu,1.0
TK000490,CL00392,2025-10-19,Offre,resolu,1.0
TK000491,CL00393,2025-04-07,Reseau,abandonne,4.0
TK000492,CL00394,2025-05-26,Materiel,resolu,3.0
TK000493,CL00394,2024-12-14,Reseau,resolu,13.0
TK000494,CL00394,2025-07-09,Reseau,ouvert,
TK000495,CL00395,2024-10-23,Facturation,resolu,1.0
TK000496,CL00396,2025-03-25,Offre,resolu,1.0
TK000497,CL00397,2024-04-29,Facturation,abandonne,1.0
TK000498,CL00397,2025-01-31,Reseau,resolu,7.0
TK000499,CL00401,2024-10-23,Reseau,resolu,3.0
TK000500,CL00402,2025-01-03,Offre,abandonne,4.0
TK000501,CL00403,2024-11-02,Offre,ouvert,
TK000502,CL00403,2024-04-30,Reseau,resolu,1.0
TK000503,CL00403,2025-04-29,Reseau,abandonne,6.0
TK000504,CL00403,2025-01-05,Reseau,abandonne,20.0
TK000505,CL00406,2024-10-07,Reseau,resolu,1.0
TK000506,CL00406,2024-10-16,Reseau,ouvert,
TK000507,CL00408,2025-10-06,Reseau,resolu,1.0
TK000508,CL00408,2025-08-20,Offre,resolu,3.0
TK000509,CL00409,2025-02-24,Facturation,abandonne,1.0
TK000510,CL00409,2024-10-30,Facturation,ouvert,
TK000511,CL00409,2024-11-18,Reseau,ouvert,
TK000512,CL00410,2025-12-31,Facturation,resolu,-1.0
TK000513,CL00411,2025-10-27,Offre,resolu,2.0
TK000514,CL00413,2025-02-12,Facturation,abandonne,6.0
TK000515,CL00413,2025-07-07,Facturation,resolu,7.0
TK000516,CL00413,2025-07-03,Materiel,abandonne,1.0
TK000517,CL00413,2025-08-03,Facturation,ouvert,
TK000518,CL00413,2025-04-17,Reseau,ouvert,
TK000519,CL00414,2025-08-06,Facturation,ouvert,
TK000520,CL00415,2024-05-27,Reseau,resolu,9.0
TK000521,CL00415,2025-08-26,Reseau,resolu,5.0
TK000522,CL00418,2024-08-15,Reseau,abandonne,12.0
TK000523,CL00418,2024-01-29,Materiel,abandonne,15.0
TK000524,CL00418,2024-07-02,Reseau,ouvert,
TK000525,CL00420,2025-03-05,Reseau,resolu,5.0
TK000526,CL00421,2024-09-03,Facturation,abandonne,29.0
TK000527,CL00423,2025-08-29,Reseau,resolu,7.0
TK000528,CL00424,2024-07-16,Offre,resolu,8.0
TK000529,CL00426,2024-12-11,Offre,resolu,1.0
TK000530,CL00426,2025-09-12,Materiel,resolu,1.0
TK000531,CL00426,2025-05-28,Reseau,ouvert,
TK000532,CL00427,2024-01-15,Offre,abandonne,6.0
TK000533,CL00427,2024-07-12,Facturation,abandonne,3.0
TK000534,CL00427,2024-04-26,Offre,resolu,16.0
TK000535,CL00427,2024-06-25,Facturation,resolu,1.0
TK000536,CL00428,2025-12-13,Facturation,resolu,1.0
TK000537,CL00428,2025-09-27,Facturation,resolu,1.0
TK000538,CL00429,2025-10-30,Reseau,resolu,5.0
TK000539,CL00429,2025-07-05,Reseau,resolu,7.0
TK000540,CL00431,2025-04-17,Reseau,ouvert,
TK000541,CL00431,2025-06-29,Reseau,resolu,1.0
TK000542,CL00433,2024-12-14,Reseau,resolu,1.0
TK000543,CL00433,2025-08-15,Facturation,resolu,8.0
TK000544,CL00435,2025-06-16,Offre,resolu,3.0
TK000545,CL00435,2025-01-05,Reseau,resolu,1.0
TK000546,CL00436,2024-11-21,Facturation,resolu,4.0
TK000547,CL00436,2025-03-08,Materiel,resolu,11.0
TK000548,CL00436,2025-05-03,Materiel,resolu,4.0
TK000549,CL00438,2024-04-13,Facturation,ouvert,
TK000550,CL00438,2025-05-22,Facturation,resolu,5.0
TK000551,CL00439,2025-09-10,Facturation,resolu,1.0
TK000552,CL00439,2025-07-04,Reseau,abandonne,1.0
TK000553,CL00439,2025-06-21,Reseau,resolu,10.0
TK000554,CL00439,2025-06-07,Materiel,resolu,1.0
TK000555,CL00439,2025-06-11,Facturation,abandonne,13.0
TK000556,CL00439,2025-08-10,Facturation,abandonne,7.0
TK000557,CL00440,2024-04-16,Materiel,abandonne,2.0
TK000558,CL00440,2024-12-04,Reseau,abandonne,3.0
TK000559,CL00443,2025-08-02,Facturation,resolu,1.0
TK000560,CL00444,2025-06-15,Facturation,ouvert,
TK000561,CL00446,2025-12-17,Reseau,ouvert,
TK000562,CL00448,2024-11-13,Facturation,ouvert,
TK000563,CL00449,2024-03-29,Facturation,resolu,1.0
TK000564,CL00449,2025-04-13,Facturation,ouvert,
TK000565,CL00449,2024-06-02,Reseau,resolu,3.0
TK000566,CL00449,2024-04-09,Offre,ouvert,
TK000567,CL00449,2024-09-16,Reseau,resolu,4.0
TK000568,CL00449,2024-06-14,Reseau,resolu,5.0
TK000569,CL00450,2025-06-23,Facturation,resolu,1.0
TK000570,CL00451,2024-03-22,Reseau,resolu,2.0
TK000571,CL00452,2025-10-29,Reseau,resolu,1.0
TK000572,CL00452,2025-12-05,Reseau,resolu,2.0
TK000573,CL00452,2025-07-23,Reseau,resolu,2.0
TK000574,CL00453,2025-10-31,Reseau,resolu,1.0
TK000575,CL00453,2025-11-29,Facturation,resolu,4.0
TK000576,CL00454,2025-11-12,Reseau,ouvert,
TK000577,CL00456,2024-11-09,Facturation,resolu,1.0
TK000578,CL00456,2025-02-18,Reseau,abandonne,1.0
TK000579,CL00456,2024-08-14,Reseau,ouvert,
TK000580,CL00458,2025-11-27,Facturation,resolu,1.0
TK000581,CL00459,2024-11-23,Offre,resolu,2.0
TK000582,CL00459,2025-09-01,Reseau,resolu,11.0
TK000583,CL00460,2025-01-17,Reseau,resolu,2.0
TK000584,CL00463,2024-07-12,Reseau,resolu,3.0
TK000585,CL00463,2025-01-16,Facturation,resolu,11.0
TK000586,CL00464,2025-04-06,Reseau,ouvert,
TK000587,CL00466,2024-04-11,Facturation,ouvert,
TK000588,CL00468,2024-10-11,Reseau,resolu,8.0
TK000589,CL00468,2024-08-29,Reseau,abandonne,4.0
TK000590,CL00468,2024-08-02,Reseau,ouvert,
TK000591,CL00469,2024-03-18,Reseau,resolu,4.0
TK000592,CL00469,2024-12-16,Facturation,resolu,5.0
TK000593,CL00470,2025-10-11,Facturation,resolu,2.0
TK000594,CL00471,2024-02-15,Offre,resolu,3.0
TK000595,CL00471,2025-05-23,Facturation,ouvert,
TK000596,CL00473,2025-05-09,Facturation,resolu,1.0
TK000597,CL00474,2024-03-07,Reseau,ouvert,
TK000598,CL00476,2024-09-02,Reseau,resolu,1.0
TK000599,CL00477,2024-05-20,Offre,ouvert,
TK000600,CL00477,2024-03-01,Reseau,resolu,1.0
TK000601,CL00479,2024-05-24,Facturation,resolu,4.0
TK000602,CL00481,2024-10-02,Facturation,abandonne,40.0
TK000603,CL00482,2025-11-27,Facturation,resolu,5.0
TK000604,CL00482,2025-12-26,Materiel,resolu,8.0
TK000605,CL00483,2024-01-02,Materiel,abandonne,4.0
TK000606,CL00483,2024-01-01,Facturation,resolu,1.0
TK000607,CL00488,2025-11-25,Reseau,resolu,9.0
TK000608,CL00488,2025-08-08,Materiel,resolu,6.0
TK000609,CL00489,2025-04-15,Reseau,ouvert,
TK000610,CL00490,2024-11-13,Materiel,resolu,5.0
TK000611,CL00490,2025-04-23,Offre,resolu,1.0
TK000612,CL00492,2024-06-11,Reseau,ouvert,
TK000613,CL00492,2024-03-22,Facturation,ouvert,
TK000614,CL00492,2024-03-12,Reseau,ouvert,
TK000615,CL00493,2025-12-17,Offre,resolu,1.0
TK000616,CL00493,2025-12-08,Offre,ouvert,
TK000617,CL00496,2024-01-11,Materiel,resolu,1.0
TK000618,CL00496,2024-01-13,Facturation,resolu,2.0
TK000619,CL00497,2024-12-16,Offre,resolu,1.0
TK000620,CL00498,2025-07-25,Facturation,resolu,1.0
TK000621,CL00498,2025-06-11,Reseau,resolu,11.0
TK000622,CL00501,2024-07-26,Offre,abandonne,9.0
TK000623,CL00501,2024-04-24,Materiel,abandonne,10.0
TK000624,CL00501,2024-11-27,Reseau,resolu,8.0
TK000625,CL00501,2024-10-19,Reseau,abandonne,13.0
TK000626,CL00502,2025-01-10,Materiel,resolu,1.0
TK000627,CL00503,2025-10-18,Reseau,resolu,5.0
TK000628,CL00503,2025-08-18,Materiel,abandonne,7.0
TK000629,CL00506,2024-07-11,Offre,resolu,1.0
TK000630,CL00508,2024-01-10,Facturation,resolu,15.0
TK000631,CL00508,2024-12-28,Facturation,resolu,1.0
TK000632,CL00508,2024-05-10,Reseau,resolu,1.0
TK000633,CL00510,2025-01-26,Offre,abandonne,9.0
TK000634,CL00511,2024-12-02,Reseau,resolu,1.0
TK000635,CL00511,2024-12-18,Materiel,resolu,1.0
TK000636,CL00511,2025-03-07,Reseau,abandonne,8.0
TK000637,CL00511,2025-04-14,Materiel,ouvert,
TK000638,CL00511,2024-09-12,Materiel,ouvert,
TK000639,CL00512,2025-07-30,Facturation,resolu,16.0
TK000640,CL00513,2025-09-10,Offre,resolu,1.0
TK000641,CL00514,2024-07-05,Reseau,ouvert,
TK000642,CL00515,2024-10-15,Facturation,ouvert,
TK000643,CL00515,2025-03-31,Facturation,ouvert,
TK000644,CL00515,2024-02-05,Facturation,resolu,3.0
TK000645,CL00516,2024-05-08,Materiel,abandonne,15.0
TK000646,CL00516,2024-08-10,Materiel,ouvert,
TK000647,CL00516,2024-10-06,Facturation,ouvert,
TK000648,CL00517,2024-02-10,Facturation,ouvert,
TK000649,CL00517,2024-08-01,Offre,abandonne,1.0
TK000650,CL00518,2024-12-17,Facturation,resolu,1.0
TK000651,CL00519,2025-10-04,Offre,abandonne,11.0
TK000652,CL00519,2025-06-24,Materiel,resolu,1.0
TK000653,CL00520,2025-10-12,Reseau,resolu,3.0
TK000654,CL00521,2025-07-19,Offre,resolu,1.0
TK000655,CL00523,2024-03-18,Facturation,abandonne,2.0
TK000656,CL00523,2024-04-13,Reseau,resolu,1.0
TK000657,CL00523,2024-02-21,Reseau,ouvert,
TK000658,CL00527,2025-03-08,Reseau,abandonne,-3.0
TK000659,CL00527,2024-10-26,Facturation,abandonne,11.0
TK000660,CL00529,2025-02-20,Reseau,ouvert,
TK000661,CL00530,2024-11-15,Reseau,resolu,14.0
TK000662,CL00531,2025-05-15,Reseau,resolu,8.0
TK000663,CL00532,2024-12-18,Reseau,resolu,1.0
TK000664,CL00533,2024-02-23,Offre,resolu,1.0
TK000665,CL00534,2025-09-11,Reseau,ouvert,
TK000666,CL00535,2025-05-04,Facturation,resolu,4.0
TK000667,CL00537,2024-03-03,Offre,resolu,1.0
TK000668,CL00538,2025-06-26,Offre,resolu,5.0
TK000669,CL00539,2025-08-26,Reseau,resolu,1.0
TK000670,CL00540,2025-03-13,Offre,resolu,7.0
TK000671,CL00540,2024-08-08,Reseau,ouvert,
TK000672,CL00541,2025-11-18,Facturation,resolu,1.0
TK000673,CL00541,2025-12-06,Reseau,resolu,6.0
TK000674,CL00541,2025-07-25,Offre,resolu,1.0
TK000675,CL00542,2024-07-21,Reseau,ouvert,
TK000676,CL00543,2025-06-07,Reseau,resolu,13.0
TK000677,CL00544,2024-01-21,Materiel,resolu,1.0
TK000678,CL00545,2024-12-14,Reseau,ouvert,
TK000679,CL00545,2025-11-26,Reseau,resolu,13.0
TK000680,CL00546,2024-08-23,Facturation,resolu,1.0
TK000681,CL00548,2025-02-04,Reseau,resolu,1.0
TK000682,CL00549,2024-09-16,Reseau,resolu,2.0
TK000683,CL00554,2025-10-21,Reseau,ouvert,
TK000684,CL00556,2024-06-10,Reseau,resolu,5.0
TK000685,CL00558,2024-09-10,Reseau,resolu,5.0
TK000686,CL00558,2024-09-12,Reseau,abandonne,13.0
TK000687,CL00558,2025-02-02,Reseau,resolu,1.0
TK000688,CL00558,2025-08-16,Reseau,abandonne,2.0
TK000689,CL00558,2025-02-01,Facturation,ouvert,
TK000690,CL00558,2025-06-15,Materiel,resolu,1.0
TK000691,CL00558,2025-08-11,Reseau,resolu,1.0
TK000692,CL00560,2025-10-25,Offre,resolu,6.0
TK000693,CL00562,2024-12-15,Reseau,resolu,2.0
TK000694,CL00562,2025-08-30,Facturation,resolu,-2.0
TK000695,CL00564,2024-07-09,Offre,resolu,1.0
TK000696,CL00564,2024-04-29,Facturation,abandonne,13.0
TK000697,CL00564,2024-09-05,Offre,resolu,-1.0
TK000698,CL00564,2024-02-16,Offre,abandonne,1.0
TK000699,CL00564,2025-01-10,Materiel,ouvert,
TK000700,CL00564,2024-01-11,Reseau,abandonne,21.0
TK000701,CL00565,2025-12-06,Reseau,abandonne,1.0
TK000702,CL00565,2024-03-11,Facturation,ouvert,
TK000703,CL00567,2024-04-22,Reseau,resolu,2.0
TK000704,CL00569,2025-04-03,Reseau,abandonne,8.0
TK000705,CL00569,2025-05-13,Facturation,resolu,1.0
TK000706,CL00569,2025-07-15,Facturation,resolu,2.0
TK000707,CL00570,2024-05-22,Facturation,resolu,4.0
TK000708,CL00570,2024-08-08,Reseau,ouvert,
TK000709,CL00570,2024-02-08,Facturation,abandonne,11.0
TK000710,CL00570,2024-12-02,Reseau,abandonne,5.0
TK000711,CL00570,2024-08-09,Reseau,resolu,15.0
TK000712,CL00570,2024-01-01,Facturation,abandonne,5.0
TK000713,CL00571,2024-11-16,Reseau,resolu,1.0
TK000714,CL00572,2024-11-17,Facturation,resolu,5.0
TK000715,CL00573,2025-11-05,Offre,resolu,2.0
TK000716,CL00573,2025-08-15,Facturation,resolu,2.0
TK000717,CL00574,2024-04-18,Reseau,resolu,1.0
TK000718,CL00574,2025-04-06,Reseau,ouvert,
TK000719,CL00575,2024-02-13,Offre,resolu,17.0
TK000720,CL00577,2024-07-01,Reseau,ouvert,
TK000721,CL00577,2025-05-13,Offre,ouvert,
TK000722,CL00578,2025-09-03,Facturation,resolu,2.0
TK000723,CL00578,2025-11-18,Facturation,resolu,10.0
TK000724,CL00580,2025-08-17,Facturation,resolu,6.0
TK000725,CL00581,2025-09-14,Facturation,resolu,6.0
TK000726,CL00581,2025-06-30,Facturation,resolu,1.0
TK000727,CL00584,2025-06-04,Facturation,resolu,5.0
TK000728,CL00585,2024-12-26,Reseau,ouvert,
TK000729,CL00585,2024-12-27,Materiel,ouvert,
TK000730,CL00586,2024-02-16,Materiel,resolu,-1.0
TK000731,CL00590,2024-07-22,Facturation,ouvert,
TK000732,CL00590,2024-05-16,Offre,ouvert,
TK000733,CL00592,2025-06-27,Reseau,resolu,1.0
TK000734,CL00592,2025-05-25,Reseau,ouvert,
TK000735,CL00592,2025-11-15,Facturation,ouvert,
TK000736,CL00593,2025-10-15,Materiel,resolu,9.0
TK000737,CL00593,2025-11-15,Materiel,resolu,1.0
TK000738,CL00594,2025-03-08,Facturation,resolu,3.0
TK000739,CL00594,2025-06-17,Facturation,resolu,2.0
TK000740,CL00594,2025-09-09,Reseau,resolu,9.0
TK000741,CL00596,2024-01-30,Materiel,resolu,1.0
TK000742,CL00597,2024-07-23,Facturation,abandonne,3.0
TK000743,CL00597,2024-09-23,Offre,ouvert,
TK000744,CL00597,2024-10-18,Reseau,ouvert,
TK000745,CL00601,2025-08-28,Materiel,resolu,2.0
TK000746,CL00601,2025-06-16,Facturation,ouvert,
TK000747,CL00601,2025-07-15,Reseau,resolu,2.0
TK000748,CL00604,2025-02-20,Materiel,ouvert,
TK000749,CL00604,2025-10-23,Offre,ouvert,
TK000750,CL00606,2024-03-11,Materiel,resolu,1.0
TK000751,CL00607,2025-05-18,Materiel,resolu,4.0
TK000752,CL00607,2024-11-07,Reseau,resolu,1.0
TK000753,CL00610,2025-11-15,Facturation,resolu,12.0
TK000754,CL00610,2025-02-15,Reseau,resolu,7.0
TK000755,CL00610,2024-04-01,Facturation,ouvert,
TK000756,CL00612,2024-02-26,Reseau,abandonne,1.0
TK000757,CL00614,2024-01-17,Offre,resolu,-5.0
TK000758,CL00615,2025-12-02,Offre,resolu,7.0
TK000759,CL00616,2024-12-05,Offre,resolu,3.0
TK000760,CL00617,2025-04-25,Offre,ouvert,
TK000761,CL00617,2024-09-04,Reseau,resolu,2.0
TK000762,CL00617,2025-01-22,Facturation,ouvert,
TK000763,CL00619,2024-08-24,Facturation,resolu,7.0
TK000764,CL00619,2025-07-05,Reseau,resolu,1.0
TK000765,CL00620,2025-05-07,Facturation,resolu,1.0
TK000766,CL00620,2024-04-15,Reseau,ouvert,
TK000767,CL00622,2024-11-23,Materiel,ouvert,
TK000768,CL00622,2025-02-09,Reseau,resolu,1.0
TK000769,CL00622,2024-10-13,Materiel,resolu,1.0
TK000770,CL00622,2024-09-30,Facturation,resolu,3.0
TK000771,CL00624,2024-02-07,Facturation,resolu,3.0
TK000772,CL00625,2025-10-18,Offre,resolu,4.0
TK000773,CL00625,2025-09-20,Facturation,resolu,3.0
TK000774,CL00625,2025-10-03,Facturation,resolu,6.0
TK000775,CL00627,2025-01-21,Reseau,resolu,1.0
TK000776,CL00628,2024-12-11,Offre,abandonne,1.0
TK000777,CL00628,2024-12-23,Facturation,abandonne,14.0
TK000778,CL00629,2024-03-01,Reseau,resolu,1.0
TK000779,CL00631,2024-10-25,Reseau,resolu,3.0
TK000780,CL00631,2024-11-10,Facturation,resolu,3.0
TK000781,CL00632,2024-01-03,Facturation,abandonne,4.0
TK000782,CL00632,2024-02-05,Reseau,abandonne,2.0
TK000783,CL00633,2025-08-02,Materiel,resolu,1.0
TK000784,CL00633,2024-10-04,Facturation,resolu,1.0
TK000785,CL00634,2024-09-19,Facturation,ouvert,
TK000786,CL00634,2024-07-02,Reseau,ouvert,
TK000787,CL00635,2025-09-27,Reseau,resolu,6.0
TK000788,CL00637,2025-09-10,Offre,resolu,2.0
TK000789,CL00638,2024-06-06,Reseau,resolu,3.0
TK000790,CL00640,2024-02-08,Reseau,ouvert,
TK000791,CL00641,2025-05-02,Reseau,resolu,7.0
TK000792,CL00643,2025-04-24,Facturation,ouvert,
TK000793,CL00649,2025-06-30,Reseau,resolu,1.0
TK000794,CL00651,2025-01-12,Facturation,resolu,2.0
TK000795,CL00651,2024-09-25,Reseau,resolu,1.0
TK000796,CL00652,2025-11-09,Reseau,ouvert,
TK000797,CL00657,2024-01-13,Reseau,resolu,2.0
TK000798,CL00658,2025-03-17,Reseau,resolu,4.0
TK000799,CL00659,2024-04-27,Offre,resolu,-3.0
TK000800,CL00659,2024-05-10,Facturation,resolu,12.0
TK000801,CL00660,2025-05-12,Facturation,resolu,4.0
TK000802,CL00663,2025-09-05,Facturation,abandonne,26.0
TK000803,CL00664,2025-03-02,Reseau,resolu,5.0
TK000804,CL00666,2024-04-10,Facturation,abandonne,9.0
TK000805,CL00666,2024-03-13,Reseau,resolu,6.0
TK000806,CL00668,2024-07-13,Reseau,abandonne,24.0
TK000807,CL00669,2024-12-16,Reseau,resolu,1.0
TK000808,CL00670,2025-03-27,Reseau,resolu,3.0
TK000809,CL00670,2025-06-05,Reseau,resolu,3.0
TK000810,CL00670,2025-02-28,Reseau,abandonne,5.0
TK000811,CL00670,2024-06-10,Materiel,resolu,8.0
TK000812,CL00670,2024-07-24,Reseau,ouvert,
TK000813,CL00672,2025-08-24,Offre,ouvert,
TK000814,CL00672,2024-05-04,Facturation,resolu,3.0
TK000815,CL00672,2025-08-10,Facturation,resolu,1.0
TK000816,CL00673,2025-01-04,Reseau,abandonne,12.0
TK000817,CL00673,2025-07-18,Reseau,ouvert,
TK000818,CL00673,2025-07-07,Reseau,resolu,2.0
TK000819,CL00675,2025-11-23,Offre,resolu,1.0
TK000820,CL00676,2024-06-10,Offre,ouvert,
TK000821,CL00677,2024-03-25,Facturation,resolu,1.0
TK000822,CL00677,2024-02-08,Offre,ouvert,
TK000823,CL00677,2024-03-11,Facturation,resolu,7.0
TK000824,CL00678,2025-10-02,Materiel,resolu,6.0
TK000825,CL00678,2025-10-04,Reseau,resolu,3.0
TK000826,CL00679,2024-01-09,Facturation,resolu,3.0
TK000827,CL00679,2024-03-12,Facturation,ouvert,
TK000828,CL00679,2024-02-13,Materiel,ouvert,
TK000829,CL00679,2024-01-30,Reseau,ouvert,
TK000830,CL00680,2025-10-11,Materiel,resolu,1.0
TK000831,CL00681,2024-11-13,Reseau,resolu,1.0
TK000832,CL00682,2025-07-01,Facturation,resolu,4.0
TK000833,CL00682,2025-04-04,Offre,ouvert,
TK000834,CL00683,2024-07-16,Facturation,resolu,1.0
TK000835,CL00683,2024-09-14,Facturation,resolu,3.0
TK000836,CL00684,2025-04-15,Reseau,resolu,-2.0
TK000837,CL00685,2024-12-28,Offre,resolu,2.0
TK000838,CL00686,2025-11-03,Facturation,ouvert,
TK000839,CL00689,2024-06-05,Facturation,resolu,-1.0
TK000840,CL00691,2024-12-23,Facturation,abandonne,1.0
TK000841,CL00691,2024-12-14,Offre,resolu,1.0
TK000842,CL00691,2024-08-13,Offre,abandonne,15.0
TK000843,CL00692,2025-05-31,Reseau,resolu,11.0
TK000844,CL00694,2025-06-26,Materiel,resolu,5.0
TK000845,CL00695,2024-05-16,Facturation,resolu,1.0
TK000846,CL00695,2024-08-30,Offre,resolu,5.0
TK000847,CL00696,2024-08-10,Reseau,abandonne,1.0
TK000848,CL00696,2024-10-09,Materiel,resolu,-4.0
TK000849,CL00696,2024-09-29,Reseau,resolu,2.0
TK000850,CL00696,2024-11-01,Reseau,abandonne,9.0
TK000851,CL00698,2025-12-20,Facturation,resolu,4.0
TK000852,CL00700,2025-05-15,Materiel,ouvert,
TK000853,CL00700,2024-03-30,Offre,resolu,1.0
TK000854,CL00700,2024-01-28,Materiel,ouvert,
TK000855,CL00700,2024-12-06,Reseau,abandonne,1.0
TK000856,CL00700,2024-06-18,Reseau,ouvert,
TK000857,CL00701,2025-04-04,Materiel,resolu,1.0
TK000858,CL00704,2024-10-14,Facturation,ouvert,
TK000859,CL00706,2025-02-13,Facturation,resolu,1.0
TK000860,CL00708,2025-06-05,Reseau,ouvert,
TK000861,CL00709,2025-08-20,Offre,resolu,4.0
TK000862,CL00711,2025-06-04,Reseau,resolu,4.0
TK000863,CL00711,2024-01-13,Materiel,resolu,1.0
TK000864,CL00711,2024-04-19,Reseau,resolu,5.0
TK000865,CL00711,2025-04-11,Offre,resolu,17.0
TK000866,CL00712,2024-02-06,Facturation,abandonne,13.0
TK000867,CL00712,2024-04-23,Facturation,ouvert,
TK000868,CL00715,2024-11-13,Facturation,ouvert,
TK000869,CL00716,2025-08-26,Facturation,resolu,3.0
TK000870,CL00717,2024-03-16,Facturation,resolu,1.0
TK000871,CL00717,2025-03-09,Offre,abandonne,8.0
TK000872,CL00718,2024-10-11,Facturation,resolu,1.0
TK000873,CL00719,2024-04-05,Reseau,resolu,-6.0
TK000874,CL00720,2025-03-20,Reseau,ouvert,
TK000875,CL00721,2025-04-03,Reseau,resolu,11.0
TK000876,CL00726,2025-12-10,Facturation,resolu,6.0
TK000877,CL00727,2025-08-01,Offre,abandonne,6.0
TK000878,CL00727,2024-12-16,Reseau,resolu,1.0
TK000879,CL00729,2025-08-21,Materiel,resolu,2.0
TK000880,CL00730,2024-03-28,Reseau,resolu,5.0
TK000881,CL00730,2024-01-30,Reseau,abandonne,6.0
TK000882,CL00730,2024-04-06,Reseau,ouvert,
TK000883,CL00731,2024-07-03,Reseau,ouvert,
TK000884,CL00731,2024-12-22,Reseau,ouvert,
TK000885,CL00731,2024-04-24,Materiel,ouvert,
TK000886,CL00731,2025-04-12,Reseau,abandonne,2.0
TK000887,CL00731,2024-08-09,Materiel,abandonne,2.0
TK000888,CL00732,2025-01-30,Facturation,abandonne,6.0
TK000889,CL00732,2024-05-24,Facturation,abandonne,14.0
TK000890,CL00732,2024-03-23,Materiel,resolu,1.0
TK000891,CL00732,2025-01-22,Offre,abandonne,22.0
TK000892,CL00733,2025-08-05,Reseau,resolu,5.0
TK000893,CL00734,2025-07-15,Offre,resolu,1.0
TK000894,CL00734,2025-11-13,Facturation,ouvert,
TK000895,CL00734,2025-10-31,Facturation,resolu,5.0
TK000896,CL00735,2024-03-21,Materiel,ouvert,
TK000897,CL00735,2024-10-07,Facturation,ouvert,
TK000898,CL00737,2025-05-08,Materiel,resolu,2.0
TK000899,CL00737,2024-02-04,Facturation,resolu,2.0
TK000900,CL00738,2025-11-28,Facturation,resolu,1.0
TK000901,CL00739,2024-04-27,Offre,ouvert,
TK000902,CL00739,2024-03-05,Reseau,abandonne,14.0
TK000903,CL00740,2025-09-28,Reseau,resolu,1.0
TK000904,CL00740,2025-12-24,Facturation,ouvert,
TK000905,CL00742,2025-01-14,Offre,resolu,8.0
TK000906,CL00742,2025-02-14,Reseau,resolu,1.0
TK000907,CL00743,2024-03-17,Facturation,resolu,2.0
TK000908,CL00743,2024-02-07,Facturation,ouvert,
TK000909,CL00743,2024-02-11,Reseau,resolu,1.0
TK000910,CL00743,2024-01-30,Facturation,resolu,15.0
TK000911,CL00743,2024-01-17,Facturation,abandonne,7.0
TK000912,CL00743,2024-01-13,Offre,abandonne,7.0
TK000913,CL00744,2025-08-18,Materiel,resolu,2.0
TK000914,CL00744,2025-04-14,Reseau,resolu,1.0
TK000915,CL00746,2025-10-26,Reseau,resolu,1.0
TK000916,CL00748,2024-06-26,Reseau,resolu,10.0
TK000917,CL00749,2025-02-15,Facturation,abandonne,5.0
TK000918,CL00749,2025-03-19,Facturation,abandonne,3.0
TK000919,CL00751,2024-01-22,Offre,ouvert,
TK000920,CL00751,2024-04-16,Reseau,ouvert,
TK000921,CL00751,2024-02-19,Facturation,abandonne,8.0
TK000922,CL00752,2025-09-30,Facturation,resolu,5.0
TK000923,CL00753,2024-02-14,Offre,resolu,5.0
TK000924,CL00753,2024-10-11,Facturation,ouvert,
TK000925,CL00753,2024-04-08,Facturation,ouvert,
TK000926,CL00753,2024-07-11,Offre,ouvert,
TK000927,CL00753,2024-10-14,Offre,ouvert,
TK000928,CL00754,2025-01-19,Facturation,resolu,1.0
TK000929,CL00754,2024-11-11,Reseau,resolu,1.0
TK000930,CL00755,2024-08-15,Facturation,abandonne,8.0
TK000931,CL00755,2025-02-06,Materiel,resolu,2.0
TK000932,CL00755,2025-01-10,Offre,abandonne,1.0
TK000933,CL00755,2024-11-22,Offre,resolu,5.0
TK000934,CL00756,2024-05-21,Reseau,resolu,4.0
TK000935,CL00757,2025-06-27,Facturation,ouvert,
TK000936,CL00757,2024-01-22,Facturation,resolu,3.0
TK000937,CL00758,2025-06-22,Offre,ouvert,
TK000938,CL00758,2024-10-21,Reseau,ouvert,
TK000939,CL00758,2025-10-15,Facturation,abandonne,2.0
TK000940,CL00759,2024-11-01,Offre,resolu,1.0
TK000941,CL00760,2024-07-30,Reseau,resolu,2.0
TK000942,CL00760,2024-08-11,Facturation,ouvert,
TK000943,CL00760,2024-04-06,Reseau,ouvert,
TK000944,CL00762,2024-10-29,Reseau,abandonne,4.0
TK000945,CL00762,2024-08-10,Reseau,abandonne,2.0
TK000946,CL00762,2024-03-16,Reseau,ouvert,
