contact_id,client_id,campagne_source_id,canal_acquisition,date_acquisition,pays,segment,nb_achats,ltv_fcfa,dernier_achat_date,statut_crm
CNT0000242,CLI012,CAM00132,SMS,2024-02-06,Côte d'Ivoire,Client dormant,6,131718,2024-12-12,Inactif
CNT0000243,CLI017,CAM00231,Email,2023-03-06,Burkina Faso,Client actif,4,98216,2023-11-01,Perdu
CNT0000244,CLI010,CAM00099,SMS,2022-11-08,Côte d'Ivoire,Nouveau client,3,162408,2023-07-20,Actif
CNT0000245,CLI007,CAM00064,Email,2023-12-30,Mali,Nouveau client,1,60488,2025-02-02,Inactif
CNT0000246,CLI015,CAM00187,Email,2022-10-06,Côte d'Ivoire,Prospect,6,193446,2023-01-03,Actif
CNT0000247,CLI018,CAM00250,Email,2024-05-18,Ghana,Client dormant,2,41856,2024-08-14,Actif
CNT0000248,CLI023,CAM00333,SMS,2023-10-28,Burkina Faso,Prospect,4,150624,2024-06-08,Inactif
CNT0000249,CLI006,CAM00052,SMS,2023-03-31,Côte d'Ivoire,Client actif,1,58273,2023-12-16,Actif
CNT0000250,CLI005,CAM00041,Email,2022-10-15,Ghana,Prospect,2,37906,2023-06-24,Actif
CNT0000251,CLI017,CAM00246,SMS,2023-08-06,Côte d'Ivoire,Client dormant,6,470394,2024-02-16,Perdu
CNT0000252,CLI016,CAM00201,SMS,2023-07-04,Burkina Faso,Nouveau client,8,465960,2024-07-06,Inactif
CNT0000253,CLI017,CAM00241,Email,2023-08-12,Burkina Faso,Client actif,2,61662,2024-08-17,Inactif
CNT0000254,CLI010,CAM00094,Facebook,2023-03-23,Sénégal,Nouveau client,2,150994,2023-07-14,Actif
CNT0000255,CLI010,CAM00107,Facebook,2023-05-04,Burkina Faso,Client actif,8,106376,2023-11-01,Perdu
CNT0000256,CLI012,CAM00137,SMS,2024-04-18,Sénégal,Prospect,8,368360,2024-08-26,Inactif
CNT0000257,CLI015,CAM00190,SMS,2023-10-20,Burkina Faso,Client actif,6,59688,2024-08-23,Actif
CNT0000258,CLI018,CAM00262,SMS,2024-02-15,Cameroun,Client dormant,5,324805,2024-10-07,Perdu
CNT0000259,CLI019,CAM00275,SMS,2023-11-01,Burkina Faso,Client actif,6,166800,2024-09-24,Actif
CNT0000260,CLI008,CAM00075,Email,2022-06-30,Sénégal,Nouveau client,4,94836,2023-01-15,Perdu
CNT0000261,CLI010,CAM00102,Email,2023-10-29,Cameroun,Nouveau client,3,120309,2024-05-08,Perdu
CNT0000262,CLI016,CAM00209,Google,2024-04-27,Ghana,Client dormant,2,26696,2024-12-07,Actif
CNT0000263,CLI015,CAM00197,Email,2024-01-13,Burkina Faso,Prospect,4,119184,2025-02-12,Inactif
CNT0000264,CLI016,CAM00216,SMS,2022-06-07,Cameroun,Nouveau client,1,9515,2022-10-27,Inactif
CNT0000265,CLI011,CAM00116,Email,2023-04-20,Ghana,Nouveau client,8,216344,2023-07-13,Inactif
CNT0000266,CLI012,CAM00144,Email,2023-05-25,Mali,Prospect,7,386778,2023-11-25,Perdu
CNT0000267,CLI017,CAM00231,Email,2023-03-28,Burkina Faso,Client actif,4,82356,2024-01-19,Actif
CNT0000268,CLI006,CAM00054,Email,2023-05-29,Burkina Faso,Client dormant,8,169696,2023-10-11,Actif
CNT0000269,CLI002,CAM00018,SMS,2024-01-15,Ghana,Prospect,5,141610,2024-05-05,Perdu
CNT0000270,CLI010,CAM00091,SMS,2024-01-23,Cameroun,Prospect,2,109668,2024-09-28,Actif
CNT0000271,CLI011,CAM00117,Email,2023-07-20,Côte d'Ivoire,Client actif,6,69732,2024-05-02,Actif
CNT0000272,CLI016,CAM00216,SMS,2022-06-20,Cameroun,Nouveau client,0,0,,Perdu
CNT0000273,CLI015,CAM00197,Email,2023-12-19,Burkina Faso,Prospect,5,182220,2024-03-27,Actif
CNT0000274,CLI020,CAM00293,Email,2022-09-29,Ghana,Client actif,0,0,,Actif
CNT0000275,CLI019,CAM00275,SMS,2023-11-10,Burkina Faso,Client actif,5,164130,2024-07-13,Perdu
CNT0000276,CLI015,CAM00190,SMS,2023-10-14,Burkina Faso,Client dormant,7,72772,2024-06-15,Perdu
CNT0000277,CLI015,CAM00181,SMS,2023-09-01,Mali,Nouveau client,4,102588,2024-07-11,Perdu
CNT0000278,CLI017,CAM00242,Email,2022-06-22,Sénégal,Client actif,0,0,,Perdu
CNT0000279,CLI011,CAM00112,SMS,2022-12-07,Cameroun,Nouveau client,5,226790,2024-01-07,Inactif
CNT0000280,CLI018,CAM00250,Email,2024-05-17,Ghana,Prospect,4,310084,2024-08-22,Perdu
CNT0000281,CLI012,CAM00140,Email,2023-12-20,Ghana,Client actif,0,0,,Perdu
CNT0000282,CLI012,CAM00129,Facebook,2022-09-17,Cameroun,Prospect,8,192600,2023-07-13,Inactif
CNT0000283,CLI017,CAM00225,Email,2023-12-26,Burkina Faso,Nouveau client,8,380584,2024-05-24,Inactif
CNT0000284,CLI012,CAM00144,Email,2023-05-28,Mali,Client actif,0,0,,Actif
CNT0000285,CLI018,CAM00250,Email,2024-05-22,Ghana,Client dormant,6,303426,2025-06-23,Perdu
CNT0000286,CLI021,CAM00308,SMS,2023-05-22,Mali,Prospect,0,0,,Inactif
CNT0000287,CLI010,CAM00109,Email,2023-05-04,Sénégal,Client actif,1,36814,2024-03-15,Inactif
CNT0000288,CLI015,CAM00196,Email,2023-11-07,Côte d'Ivoire,Nouveau client,6,170706,2023-12-17,Inactif
CNT0000289,CLI018,CAM00250,Email,2024-05-07,Ghana,Client actif,5,208755,2024-06-16,Perdu
CNT0000290,CLI015,CAM00197,Email,2023-12-31,Burkina Faso,Client dormant,4,56920,2024-08-08,Actif
CNT0000291,CLI016,CAM00206,SMS,2022-11-03,Burkina Faso,Client actif,8,177560,2022-11-24,Actif
CNT0000292,CLI015,CAM00183,Email,2022-10-14,Mali,Prospect,7,466711,2023-04-05,Inactif
CNT0000293,CLI009,CAM00086,Email,2023-11-08,Ghana,Client actif,2,16494,2024-05-27,Actif
CNT0000294,CLI010,CAM00091,SMS,2024-01-20,Cameroun,Client actif,3,15729,2024-01-24,Perdu
CNT0000295,CLI015,CAM00183,Email,2022-10-12,Mali,Client actif,5,122145,2023-01-03,Inactif
CNT0000296,CLI019,CAM00278,SMS,2024-02-21,Ghana,Prospect,7,374906,2024-11-23,Inactif
CNT0000297,CLI015,CAM00197,Email,2024-01-14,Burkina Faso,Client dormant,3,226080,2024-12-12,Perdu
CNT0000298,CLI011,CAM00114,SMS,2023-07-17,Ghana,Client dormant,4,114652,2023-12-26,Actif
CNT0000299,CLI013,CAM00159,Facebook,2022-08-12,Côte d'Ivoire,Prospect,5,138405,2022-09-16,Perdu
CNT0000300,CLI015,CAM00197,Email,2024-01-15,Burkina Faso,Nouveau client,7,559720,2024-05-23,Inactif
CNT0000301,CLI020,CAM00290,Email,2024-05-05,Sénégal,Nouveau client,1,26053,2025-03-26,Actif
CNT0000302,CLI010,CAM00109,Email,2023-06-04,Sénégal,Prospect,8,469120,2024-06-26,Actif
CNT0000303,CLI006,CAM00052,SMS,2023-04-01,Côte d'Ivoire,Nouveau client,6,115362,2023-07-31,Perdu
CNT0000304,CLI017,CAM00242,Email,2022-07-05,Sénégal,Client dormant,5,341410,2023-03-06,Actif
CNT0000305,CLI018,CAM00253,SMS,2023-03-09,Mali,Prospect,3,71133,2023-07-13,Perdu
CNT0000306,CLI013,CAM00164,Facebook,2022-09-16,Côte d'Ivoire,Client dormant,7,58212,2023-04-01,Perdu
CNT0000307,CLI012,CAM00131,Email,2023-12-10,Burkina Faso,Client actif,6,277686,2024-02-07,Actif
CNT0000308,CLI012,CAM00131,Email,2023-12-03,Burkina Faso,Prospect,1,63967,2024-01-05,Perdu
CNT0000309,CLI015,CAM00190,SMS,2023-10-05,Burkina Faso,Client dormant,5,48450,2024-10-04,Perdu
CNT0000310,CLI018,CAM00261,Facebook,2022-08-13,Cameroun,Client actif,1,21046,2023-09-02,Perdu
CNT0000311,CLI010,CAM00109,Email,2023-05-21,Sénégal,Client dormant,0,0,,Inactif
CNT0000312,CLI006,CAM00054,Email,2023-06-10,Burkina Faso,Prospect,1,24104,2023-10-29,Perdu
CNT0000313,CLI016,CAM00216,SMS,2022-06-14,Cameroun,Client dormant,4,309540,2023-06-20,Perdu
CNT0000314,CLI015,CAM00197,Email,2023-12-24,Burkina Faso,Prospect,6,231852,2024-03-01,Inactif
CNT0000315,CLI020,CAM00287,Email,2023-10-03,Burkina Faso,Client actif,5,56305,2024-03-11,Perdu
CNT0000316,CLI013,CAM00153,Email,2023-08-23,Burkina Faso,Nouveau client,8,420920,2024-03-11,Actif
CNT0000317,CLI007,CAM00057,Email,2024-05-16,Ghana,Client dormant,5,240995,2025-06-09,Inactif
CNT0000318,CLI023,CAM00340,Email,2023-08-18,Burkina Faso,Client actif,7,491561,2024-09-10,Perdu
CNT0000319,CLI010,CAM00091,SMS,2023-12-23,Cameroun,Prospect,6,464928,2024-05-25,Perdu
CNT0000320,CLI006,CAM00048,Google,2023-06-20,Cameroun,Prospect,7,210973,2024-03-09,Perdu
CNT0000321,CLI015,CAM00196,Email,2023-11-02,Côte d'Ivoire,Client dormant,5,130475,2024-06-05,Perdu
CNT0000322,CLI011,CAM00124,SMS,2022-06-30,Ghana,Client actif,7,68453,2022-10-26,Perdu
CNT0000323,CLI015,CAM00197,Email,2024-01-10,Burkina Faso,Prospect,2,78518,2024-02-06,Perdu
CNT0000324,CLI015,CAM00184,SMS,2023-10-28,Côte d'Ivoire,Prospect,2,130070,2024-05-05,Perdu
CNT0000325,CLI010,CAM00091,SMS,2023-12-18,Cameroun,Prospect,3,17295,2024-03-06,Inactif
CNT0000326,CLI017,CAM00243,Facebook,2023-05-29,Cameroun,Client actif,3,36780,2023-12-09,Perdu
CNT0000327,CLI015,CAM00197,Email,2024-01-12,Burkina Faso,Nouveau client,0,0,,Inactif
CNT0000328,CLI016,CAM00216,SMS,2022-06-14,Cameroun,Client dormant,8,300504,2023-01-22,Inactif
CNT0000329,CLI013,CAM00155,Email,2024-03-10,Cameroun,Client actif,0,0,,Actif
CNT0000330,CLI015,CAM00188,Email,2023-02-11,Sénégal,Nouveau client,6,127302,2023-05-23,Actif
CNT0000331,CLI012,CAM00144,Email,2023-06-03,Mali,Nouveau client,6,297144,2023-07-23,Inactif
CNT0000332,CLI018,CAM00259,Google,2023-11-02,Côte d'Ivoire,Client dormant,8,410496,2024-09-28,Perdu
CNT0000333,CLI012,CAM00131,Email,2023-11-20,Burkina Faso,Client actif,4,101592,2024-08-04,Perdu
CNT0000334,CLI023,CAM00339,SMS,2022-06-09,Sénégal,Client dormant,5,143265,2023-01-25,Actif
CNT0000335,CLI010,CAM00105,Facebook,2023-05-26,Ghana,Prospect,7,63203,2024-04-11,Perdu
CNT0000336,CLI015,CAM00197,Email,2024-01-13,Burkina Faso,Prospect,0,0,,Actif
CNT0000337,CLI010,CAM00106,Email,2022-12-15,Burkina Faso,Prospect,8,215792,2023-03-02,Inactif
CNT0000338,CLI012,CAM00139,Email,2023-05-22,Cameroun,Nouveau client,2,137800,2023-07-15,Actif
CNT0000339,CLI019,CAM00275,SMS,2023-11-01,Burkina Faso,Client actif,7,463575,2023-12-14,Perdu
CNT0000340,CLI020,CAM00287,Email,2023-10-13,Burkina Faso,Prospect,7,169540,2024-01-17,Actif
CNT0000341,CLI017,CAM00235,Email,2023-08-21,Côte d'Ivoire,Prospect,7,45941,2024-08-06,Actif
CNT0000342,CLI016,CAM00213,SMS,2023-10-16,Burkina Faso,Nouveau client,5,193820,2024-06-22,Perdu
CNT0000343,CLI019,CAM00278,SMS,2024-02-28,Ghana,Nouveau client,4,279152,2024-08-09,Perdu
CNT0000344,CLI020,CAM00292,SMS,2024-01-17,Sénégal,Prospect,2,97128,2024-06-07,Inactif
CNT0000345,CLI010,CAM00102,Email,2023-10-24,Cameroun,Nouveau client,4,39704,2024-08-08,Inactif
CNT0000346,CLI010,CAM00102,Email,2023-10-23,Cameroun,Nouveau client,8,460600,2023-12-24,Actif
CNT0000347,CLI021,CAM00308,SMS,2023-05-23,Mali,Prospect,6,307572,2023-11-28,Inactif
CNT0000348,CLI010,CAM00091,SMS,2024-01-15,Cameroun,Client dormant,2,64476,2025-01-20,Perdu
CNT0000349,CLI012,CAM00140,Email,2024-01-08,Ghana,Nouveau client,0,0,,Perdu
CNT0000350,CLI017,CAM00236,Email,2024-04-22,Burkina Faso,Client actif,2,47290,2024-11-11,Inactif
CNT0000351,CLI017,CAM00225,Email,2024-01-05,Burkina Faso,Nouveau client,7,341474,2024-12-09,Perdu
CNT0000352,CLI015,CAM00179,Google,2022-07-16,Mali,Client actif,8,76320,2023-04-30,Perdu
CNT0000353,CLI011,CAM00124,SMS,2022-06-14,Ghana,Nouveau client,0,0,,Inactif
CNT0000354,CLI015,CAM00178,Facebook,2022-08-21,Cameroun,Client dormant,7,121233,2022-10-01,Perdu
CNT0000355,CLI017,CAM00246,SMS,2023-08-10,Côte d'Ivoire,Nouveau client,4,108664,2024-03-05,Inactif
CNT0000356,CLI017,CAM00240,Email,2022-10-05,Sénégal,Prospect,2,145352,2023-09-27,Actif
CNT0000357,CLI016,CAM00205,Email,2022-12-16,Burkina Faso,Client actif,0,0,,Inactif
CNT0000358,CLI012,CAM00144,Email,2023-06-05,Mali,Client actif,7,434910,2023-08-31,Actif
CNT0000359,CLI016,CAM00214,Email,2022-11-19,Côte d'Ivoire,Client dormant,2,112388,2023-05-03,Actif
CNT0000360,CLI010,CAM00109,Email,2023-05-21,Sénégal,Nouveau client,2,66318,2024-06-09,Perdu
CNT0000361,CLI021,CAM00303,SMS,2023-11-06,Côte d'Ivoire,Client dormant,5,231790,2024-12-09,Perdu
CNT0000362,CLI017,CAM00246,SMS,2023-08-16,Côte d'Ivoire,Prospect,1,65110,2024-01-29,Perdu
CNT0000363,CLI017,CAM00242,Email,2022-07-02,Sénégal,Client dormant,4,62804,2023-06-21,Inactif
CNT0000364,CLI017,CAM00228,Facebook,2023-01-01,Côte d'Ivoire,Nouveau client,1,6685,2023-10-27,Perdu
CNT0000365,CLI021,CAM00306,Email,2024-04-27,Mali,Prospect,1,10625,2024-07-16,Perdu
CNT0000366,CLI023,CAM00340,Email,2023-08-13,Burkina Faso,Client actif,4,146704,2024-06-06,Inactif
CNT0000367,CLI016,CAM00204,SMS,2022-08-27,Mali,Client actif,7,521458,2023-05-20,Perdu
CNT0000368,CLI018,CAM00269,Email,2022-08-23,Ghana,Client actif,2,116420,2022-10-29,Actif
CNT0000369,CLI019,CAM00275,SMS,2023-11-03,Burkina Faso,Client dormant,2,55102,2024-03-17,Inactif
CNT0000370,CLI010,CAM00109,Email,2023-05-15,Sénégal,Client actif,4,163152,2024-04-30,Inactif
CNT0000371,CLI012,CAM00131,Email,2023-11-26,Burkina Faso,Client dormant,1,74109,2024-06-07,Inactif
CNT0000372,CLI017,CAM00227,Facebook,2023-05-23,Sénégal,Nouveau client,7,244167,2023-07-26,Actif
CNT0000373,CLI016,CAM00212,Google,2023-09-30,Cameroun,Client dormant,1,17819,2023-12-08,Perdu
CNT0000374,CLI018,CAM00266,Email,2022-10-05,Burkina Faso,Prospect,1,48955,2023-10-15,Actif
CNT0000375,CLI017,CAM00231,Email,2023-03-26,Burkina Faso,Prospect,2,27168,2024-01-11,Actif
CNT0000376,CLI012,CAM00150,Google,2024-02-21,Ghana,Nouveau client,5,225665,2024-10-14,Actif
CNT0000377,CLI012,CAM00129,Facebook,2022-09-13,Cameroun,Nouveau client,7,283367,2022-12-19,Perdu
CNT0000378,CLI012,CAM00132,SMS,2024-02-03,Côte d'Ivoire,Client dormant,7,331548,2024-12-25,Perdu
CNT0000379,CLI023,CAM00330,SMS,2023-08-12,Cameroun,Prospect,0,0,,Actif
CNT0000380,CLI016,CAM00218,Google,2022-07-02,Côte d'Ivoire,Client dormant,4,318344,2023-04-19,Perdu
CNT0000381,CLI017,CAM00231,Email,2023-03-03,Burkina Faso,Prospect,6,379104,2023-08-01,Perdu
CNT0000382,CLI010,CAM00103,SMS,2024-05-03,Cameroun,Nouveau client,7,486773,2024-08-28,Perdu
CNT0000383,CLI015,CAM00193,SMS,2023-10-24,Burkina Faso,Nouveau client,7,176848,2024-10-19,Perdu
CNT0000384,CLI006,CAM00046,Email,2022-06-12,Burkina Faso,Client actif,4,113856,2023-02-27,Inactif
CNT0000385,CLI021,CAM00303,SMS,2023-11-04,Côte d'Ivoire,Nouveau client,0,0,,Inactif
CNT0000386,CLI015,CAM00183,Email,2022-10-18,Mali,Nouveau client,0,0,,Perdu
CNT0000387,CLI016,CAM00206,SMS,2022-11-07,Burkina Faso,Prospect,1,71534,2023-06-26,Perdu
CNT0000388,CLI017,CAM00246,SMS,2023-08-20,Côte d'Ivoire,Client actif,5,248895,2024-03-07,Perdu
CNT0000389,CLI012,CAM00133,SMS,2023-05-18,Côte d'Ivoire,Client dormant,2,109948,2024-04-19,Perdu
CNT0000390,CLI015,CAM00184,SMS,2023-11-15,Côte d'Ivoire,Nouveau client,6,85560,2024-04-04,Perdu
CNT0000391,CLI015,CAM00196,Email,2023-10-11,Côte d'Ivoire,Prospect,2,42294,2024-07-30,Perdu
CNT0000392,CLI012,CAM00144,Email,2023-05-27,Mali,Client dormant,6,75960,2023-10-06,Perdu
CNT0000393,CLI010,CAM00109,Email,2023-06-02,Sénégal,Client dormant,0,0,,Actif
CNT0000394,CLI012,CAM00134,Email,2024-02-21,Côte d'Ivoire,Prospect,6,246030,2024-10-31,Inactif
CNT0000395,CLI015,CAM00195,SMS,2023-08-11,Ghana,Client dormant,6,469194,2024-07-13,Actif
CNT0000396,CLI023,CAM00339,SMS,2022-06-09,Sénégal,Nouveau client,2,42634,2023-04-27,Actif
CNT0000397,CLI015,CAM00188,Email,2023-02-15,Sénégal,Client dormant,8,584376,2023-12-05,Actif
CNT0000398,CLI007,CAM00059,SMS,2023-02-10,Sénégal,Prospect,0,0,,Inactif
CNT0000399,CLI017,CAM00240,Email,2022-10-14,Sénégal,Prospect,8,86760,2023-02-20,Inactif
CNT0000400,CLI016,CAM00208,Email,2023-09-25,Mali,Prospect,6,50442,2024-02-09,Perdu
CNT0000401,CLI017,CAM00231,Email,2023-03-30,Burkina Faso,Client dormant,8,587896,2024-03-30,Actif
CNT0000402,CLI023,CAM00328,Facebook,2023-05-08,Ghana,Client dormant,8,455480,2023-06-11,Actif
CNT0000403,CLI010,CAM00111,Google,2023-05-15,Cameroun,Prospect,8,201336,2023-12-28,Inactif
CNT0000404,CLI016,CAM00199,Email,2022-11-25,Côte d'Ivoire,Client dormant,0,0,,Inactif
CNT0000405,CLI018,CAM00250,Email,2024-05-16,Ghana,Client actif,7,523509,2024-06-16,Inactif
CNT0000406,CLI005,CAM00041,Email,2022-10-18,Ghana,Client actif,1,32251,2023-10-24,Inactif
CNT0000407,CLI023,CAM00339,SMS,2022-06-11,Sénégal,Client dormant,4,124768,2023-01-10,Inactif
CNT0000408,CLI017,CAM00236,Email,2024-04-22,Burkina Faso,Nouveau client,7,364357,2024-05-02,Inactif
CNT0000409,CLI010,CAM00091,SMS,2024-01-05,Cameroun,Prospect,3,94146,2024-06-10,Inactif
CNT0000410,CLI010,CAM00109,Email,2023-05-14,Sénégal,Client dormant,1,35992,2023-11-19,Actif
CNT0000411,CLI021,CAM00310,Email,2023-11-19,Burkina Faso,Nouveau client,6,65844,2024-01-06,Inactif
CNT0000412,CLI018,CAM00250,Email,2024-05-13,Ghana,Nouveau client,0,0,,Perdu
CNT0000413,CLI023,CAM00339,SMS,2022-06-17,Sénégal,Client actif,2,85952,2022-12-03,Actif
CNT0000414,CLI020,CAM00289,Google,2022-12-12,Cameroun,Client dormant,0,0,,Perdu
CNT0000415,CLI015,CAM00197,Email,2024-01-01,Burkina Faso,Client actif,2,77632,2024-08-19,Actif
CNT0000416,CLI017,CAM00236,Email,2024-04-13,Burkina Faso,Client dormant,1,14135,2025-02-03,Perdu
CNT0000417,CLI021,CAM00306,Email,2024-04-26,Mali,Client dormant,1,63836,2025-04-08,Inactif
CNT0000418,CLI016,CAM00216,SMS,2022-06-12,Cameroun,Prospect,8,41504,2022-11-21,Actif
CNT0000419,CLI010,CAM00109,Email,2023-05-20,Sénégal,Client actif,5,291160,2024-05-08,Perdu
CNT0000420,CLI016,CAM00205,Email,2022-12-15,Burkina Faso,Client actif,2,42386,2023-11-21,Actif
CNT0000421,CLI013,CAM00153,Email,2023-09-18,Burkina Faso,Client dormant,8,482112,2024-01-29,Actif
CNT0000422,CLI017,CAM00231,Email,2023-04-01,Burkina Faso,Client dormant,5,297095,2023-04-22,Actif
CNT0000423,CLI016,CAM00201,SMS,2023-06-28,Burkina Faso,Client dormant,5,349745,2023-11-29,Perdu
CNT0000424,CLI015,CAM00190,SMS,2023-10-13,Burkina Faso,Nouveau client,0,0,,Actif
CNT0000425,CLI012,CAM00131,Email,2023-11-27,Burkina Faso,Client dormant,0,0,,Inactif
CNT0000426,CLI012,CAM00144,Email,2023-05-24,Mali,Nouveau client,4,296248,2024-05-12,Inactif
CNT0000427,CLI017,CAM00235,Email,2023-09-02,Côte d'Ivoire,Client actif,4,296576,2024-08-01,Perdu
CNT0000428,CLI016,CAM00224,Email,2023-12-08,Mali,Client actif,0,0,,Perdu
CNT0000429,CLI017,CAM00236,Email,2024-04-23,Burkina Faso,Nouveau client,5,381490,2025-04-26,Actif
CNT0000430,CLI016,CAM00205,Email,2022-12-10,Burkina Faso,Client actif,0,0,,Inactif
CNT0000431,CLI018,CAM00265,Email,2023-01-29,Côte d'Ivoire,Client actif,1,43181,2023-06-16,Perdu
CNT0000432,CLI015,CAM00197,Email,2023-12-26,Burkina Faso,Nouveau client,1,74416,2024-11-17,Actif
CNT0000433,CLI016,CAM00216,SMS,2022-06-09,Cameroun,Prospect,7,333494,2023-05-03,Perdu
CNT0000434,CLI010,CAM00102,Email,2023-10-28,Cameroun,Client actif,4,250260,2024-10-15,Inactif
CNT0000435,CLI016,CAM00224,Email,2023-12-17,Mali,Nouveau client,0,0,,Perdu
CNT0000436,CLI018,CAM00253,SMS,2023-03-16,Mali,Nouveau client,2,62260,2023-05-13,Inactif
CNT0000437,CLI011,CAM00123,Facebook,2022-12-01,Burkina Faso,Client dormant,1,57987,2023-12-15,Inactif
CNT0000438,CLI012,CAM00144,Email,2023-06-02,Mali,Prospect,5,346345,2023-08-11,Perdu
CNT0000439,CLI018,CAM00265,Email,2023-01-28,Côte d'Ivoire,Client dormant,0,0,,Inactif
CNT0000440,CLI010,CAM00100,Facebook,2023-07-03,Sénégal,Client dormant,4,157864,2023-09-20,Perdu
CNT0000441,CLI018,CAM00250,Email,2024-05-22,Ghana,Nouveau client,4,287128,2025-02-18,Perdu
CNT0000442,CLI015,CAM00196,Email,2023-10-24,Côte d'Ivoire,Nouveau client,6,107082,2024-01-18,Actif
CNT0000443,CLI015,CAM00190,SMS,2023-10-25,Burkina Faso,Nouveau client,5,379965,2023-11-14,Inactif
CNT0000444,CLI017,CAM00231,Email,2023-03-07,Burkina Faso,Client actif,0,0,,Inactif
CNT0000445,CLI015,CAM00190,SMS,2023-10-11,Burkina Faso,Prospect,4,28672,2024-02-27,Perdu
CNT0000446,CLI011,CAM00117,Email,2023-07-11,Côte d'Ivoire,Client actif,1,21010,2023-10-20,Inactif
CNT0000447,CLI010,CAM00102,Email,2023-10-08,Cameroun,Nouveau client,2,38430,2024-01-11,Actif
CNT0000448,CLI006,CAM00054,Email,2023-06-09,Burkina Faso,Client actif,0,0,,Inactif
CNT0000449,CLI023,CAM00342,Email,2022-09-14,Ghana,Nouveau client,1,53517,2022-11-08,Inactif
CNT0000450,CLI010,CAM00109,Email,2023-05-14,Sénégal,Prospect,5,38595,2023-10-06,Inactif
CNT0000451,CLI013,CAM00157,Email,2023-11-04,Côte d'Ivoire,Client dormant,3,66003,2023-12-21,Actif
CNT0000452,CLI017,CAM00225,Email,2024-01-19,Burkina Faso,Client dormant,5,189030,2024-08-26,Perdu
CNT0000453,CLI016,CAM00201,SMS,2023-06-27,Burkina Faso,Prospect,2,29382,2024-03-16,Perdu
CNT0000454,CLI012,CAM00140,Email,2024-01-08,Ghana,Prospect,3,139419,2024-02-06,Perdu
CNT0000455,CLI021,CAM00303,SMS,2023-11-01,Côte d'Ivoire,Nouveau client,6,185388,2024-08-27,Actif
CNT0000456,CLI017,CAM00225,Email,2023-12-24,Burkina Faso,Client actif,2,61928,2024-10-26,Actif
CNT0000457,CLI017,CAM00248,Email,2024-03-03,Cameroun,Nouveau client,0,0,,Actif
CNT0000458,CLI012,CAM00131,Email,2023-12-07,Burkina Faso,Client actif,3,165651,2024-03-06,Perdu
CNT0000459,CLI008,CAM00069,SMS,2023-11-06,Sénégal,Client actif,8,89224,2023-12-08,Actif
CNT0000460,CLI018,CAM00262,SMS,2024-02-11,Cameroun,Prospect,2,109980,2024-05-30,Inactif
CNT0000461,CLI017,CAM00236,Email,2024-04-15,Burkina Faso,Client actif,5,55620,2025-02-12,Actif
CNT0000462,CLI017,CAM00238,Facebook,2023-01-16,Mali,Nouveau client,2,76820,2023-04-02,Inactif
CNT0000463,CLI015,CAM00184,SMS,2023-11-14,Côte d'Ivoire,Client dormant,6,60834,2024-01-26,Actif
CNT0000464,CLI015,CAM00183,Email,2022-10-13,Mali,Client dormant,5,275265,2022-12-02,Actif
CNT0000465,CLI016,CAM00213,SMS,2023-10-07,Burkina Faso,Client actif,5,221030,2024-10-06,Perdu
CNT0000466,CLI018,CAM00253,SMS,2023-03-04,Mali,Client actif,6,234210,2023-05-30,Inactif
CNT0000467,CLI007,CAM00061,SMS,2023-10-23,Côte d'Ivoire,Prospect,3,15684,2024-02-25,Inactif
CNT0000468,CLI015,CAM00190,SMS,2023-10-26,Burkina Faso,Nouveau client,3,62919,2024-06-22,Inactif
CNT0000469,CLI010,CAM00109,Email,2023-05-20,Sénégal,Client actif,0,0,,Inactif
CNT0000470,CLI015,CAM00183,Email,2022-10-08,Mali,Client actif,2,52854,2023-04-22,Inactif
CNT0000471,CLI017,CAM00236,Email,2024-04-19,Burkina Faso,Client dormant,2,38914,2025-02-04,Actif
CNT0000472,CLI015,CAM00176,Email,2022-12-10,Burkina Faso,Client actif,4,308804,2023-09-27,Inactif
CNT0000473,CLI016,CAM00207,Email,2023-12-12,Mali,Nouveau client,5,71080,2025-01-01,Perdu
CNT0000474,CLI023,CAM00340,Email,2023-08-17,Burkina Faso,Client actif,4,243608,2023-09-13,Actif
CNT0000475,CLI010,CAM00091,SMS,2024-01-11,Cameroun,Prospect,1,30017,2025-02-14,Inactif
CNT0000476,CLI016,CAM00208,Email,2023-09-29,Mali,Client dormant,4,28036,2023-11-24,Inactif
CNT0000477,CLI008,CAM00079,Facebook,2023-04-21,Côte d'Ivoire,Client dormant,4,248704,2024-03-27,Perdu
CNT0000478,CLI016,CAM00205,Email,2022-12-16,Burkina Faso,Client actif,4,215460,2023-08-03,Actif
CNT0000479,CLI015,CAM00197,Email,2023-12-24,Burkina Faso,Client actif,7,465689,2024-04-15,Actif
CNT0000480,CLI017,CAM00225,Email,2024-01-03,Burkina Faso,Prospect,3,154206,2024-07-14,Inactif
CNT0000481,CLI010,CAM00103,SMS,2024-05-02,Cameroun,Client dormant,5,102685,2024-11-13,Perdu
CNT0000482,CLI017,CAM00226,SMS,2023-03-12,Mali,Prospect,1,75073,2023-09-03,Actif
CNT0000483,CLI012,CAM00137,SMS,2024-04-30,Sénégal,Prospect,2,123754,2025-03-29,Inactif
CNT0000484,CLI015,CAM00195,SMS,2023-08-08,Ghana,Client actif,0,0,,Inactif
CNT0000485,CLI016,CAM00205,Email,2022-12-13,Burkina Faso,Prospect,1,58186,2022-12-17,Perdu
