evenement_id,livraison_id,type_evenement,date_evenement,localisation,commentaire,agent_id
EVT0000317,LIV011740,Prise en charge,2022-01-06 13:00,Accra,,AGT002
EVT0000318,LIV011740,Départ entrepôt,2022-01-07 01:00,Bamako,,AGT019
EVT0000319,LIV011740,Passage frontière,2022-01-08 02:00,Frontière,,AGT004
EVT0000320,LIV011740,Arrivée entrepôt transit,2022-01-09 10:00,Abidjan,,AGT017
EVT0000321,LIV011740,Départ entrepôt transit,2022-01-10 19:00,Abidjan,,AGT024
EVT0000322,LIV006662,Prise en charge,2022-02-12 06:00,Frontière,,AGT021
EVT0000323,LIV006662,Départ entrepôt,2022-02-12 19:00,Abidjan,,AGT016
EVT0000324,LIV006662,Passage frontière,2022-02-13 15:00,Douala,,AGT020
EVT0000325,LIV013940,Prise en charge,2022-09-15 09:00,Frontière,,AGT011
EVT0000326,LIV013940,Départ entrepôt,2022-09-16 13:00,Douala,,AGT021
EVT0000327,LIV013940,Passage frontière,2022-09-18 00:00,Frontière,,AGT018
EVT0000328,LIV013940,Arrivée entrepôt transit,2022-09-18 06:00,Bamako,,AGT003
EVT0000329,LIV013940,Départ entrepôt transit,2022-09-19 01:00,Ouagadougou,,AGT022
EVT0000330,LIV007360,Prise en charge,2022-12-30 09:00,Accra,,AGT004
EVT0000331,LIV007360,Départ entrepôt,2022-12-30 19:00,Accra,,AGT006
EVT0000332,LIV007360,Passage frontière,2022-12-31 18:00,Abidjan,,AGT002
EVT0000333,LIV007360,Arrivée entrepôt transit,2023-01-01 18:00,Frontière,,AGT002
EVT0000334,LIV003205,Prise en charge,2022-12-19 07:00,Dakar,,AGT008
EVT0000335,LIV003205,Départ entrepôt,2022-12-20 13:00,Bamako,,AGT022
EVT0000336,LIV003205,Passage frontière,2022-12-21 04:00,Dakar,,AGT006
EVT0000337,LIV003205,Arrivée entrepôt transit,2022-12-21 13:00,Bamako,,AGT013
EVT0000338,LIV011753,Prise en charge,2022-11-09 13:00,Dakar,,AGT015
EVT0000339,LIV011753,Départ entrepôt,2022-11-10 09:00,Accra,,AGT009
EVT0000340,LIV011753,Passage frontière,2022-11-10 13:00,Frontière,,AGT015
EVT0000341,LIV006127,Prise en charge,2023-05-15 14:00,Abidjan,,AGT015
EVT0000342,LIV006127,Départ entrepôt,2023-05-16 16:00,Bamako,,AGT010
EVT0000343,LIV006127,Passage frontière,2023-05-17 23:00,Ouagadougou,,AGT009
EVT0000344,LIV006127,Arrivée entrepôt transit,2023-05-19 08:00,Frontière,,AGT010
EVT0000345,LIV014630,Prise en charge,2022-03-23 04:00,Frontière,,AGT016
EVT0000346,LIV014630,Départ entrepôt,2022-03-23 14:00,Dakar,,AGT013
EVT0000347,LIV014630,Passage frontière,2022-03-24 16:00,Bamako,,AGT010
EVT0000348,LIV002679,Prise en charge,2022-11-15 05:00,Douala,,AGT001
EVT0000349,LIV002679,Départ entrepôt,2022-11-15 12:00,Bamako,,AGT024
EVT0000350,LIV002679,Passage frontière,2022-11-16 23:00,Frontière,,AGT010
EVT0000351,LIV002679,Arrivée entrepôt transit,2022-11-17 17:00,Bamako,,AGT012
EVT0000352,LIV003709,Prise en charge,2022-02-16 16:00,Bamako,,AGT009
EVT0000353,LIV003709,Départ entrepôt,2022-02-17 04:00,Ouagadougou,,AGT004
EVT0000354,LIV003709,Passage frontière,2022-02-17 10:00,Douala,,AGT015
EVT0000355,LIV009988,Prise en charge,2023-01-04 12:00,Abidjan,,AGT010
EVT0000356,LIV009988,Départ entrepôt,2023-01-05 12:00,Ouagadougou,,AGT014
EVT0000357,LIV002806,Prise en charge,2022-04-16 03:00,Bamako,,AGT017
EVT0000358,LIV002806,Départ entrepôt,2022-04-17 00:00,Frontière,,AGT006
EVT0000359,LIV002806,Passage frontière,2022-04-17 20:00,Frontière,,AGT016
EVT0000360,LIV001454,Prise en charge,2022-08-24 01:00,Frontière,,AGT004
EVT0000361,LIV001454,Départ entrepôt,2022-08-25 10:00,Abidjan,,AGT005
EVT0000362,LIV001454,Passage frontière,2022-08-26 04:00,Frontière,,AGT022
EVT0000363,LIV001454,Arrivée entrepôt transit,2022-08-27 09:00,Frontière,,AGT018
EVT0000364,LIV014422,Prise en charge,2022-01-11 05:00,Abidjan,,AGT009
EVT0000365,LIV014422,Départ entrepôt,2022-01-11 16:00,Accra,,AGT012
EVT0000366,LIV014422,Passage frontière,2022-01-12 12:00,Bamako,,AGT013
EVT0000367,LIV014422,Arrivée entrepôt transit,2022-01-13 15:00,Abidjan,,AGT022
EVT0000368,LIV010000,Prise en charge,2022-05-15 10:00,Abidjan,,AGT020
EVT0000369,LIV010000,Départ entrepôt,2022-05-16 10:00,Bamako,,AGT008
EVT0000370,LIV010000,Passage frontière,2022-05-16 18:00,Ouagadougou,,AGT015
EVT0000371,LIV002320,Prise en charge,2022-07-17 06:00,Abidjan,,AGT005
EVT0000372,LIV002320,Départ entrepôt,2022-07-17 12:00,Abidjan,,AGT010
EVT0000373,LIV002320,Passage frontière,2022-07-18 23:00,Abidjan,,AGT004
EVT0000374,LIV002320,Arrivée entrepôt transit,2022-07-19 18:00,Bamako,,AGT005
EVT0000375,LIV013883,Prise en charge,2023-01-01 09:00,Douala,,AGT022
EVT0000376,LIV013883,Départ entrepôt,2023-01-02 15:00,Bamako,,AGT024
EVT0000377,LIV013883,Passage frontière,2023-01-03 04:00,Accra,,AGT021
EVT0000378,LIV013883,Arrivée entrepôt transit,2023-01-03 14:00,Frontière,,AGT016
EVT0000379,LIV013883,Départ entrepôt transit,2023-01-04 20:00,Douala,,AGT002
EVT0000380,LIV012609,Prise en charge,2022-12-08 17:00,Accra,,AGT015
EVT0000381,LIV012609,Départ entrepôt,2022-12-09 12:00,Frontière,,AGT012
EVT0000382,LIV012609,Passage frontière,2022-12-09 22:00,Ouagadougou,,AGT012
EVT0000383,LIV012609,Arrivée entrepôt transit,2022-12-11 00:00,Abidjan,,AGT013
EVT0000384,LIV007334,Prise en charge,2023-07-31 16:00,Abidjan,,AGT015
EVT0000385,LIV007334,Départ entrepôt,2023-08-01 01:00,Ouagadougou,,AGT007
EVT0000386,LIV007334,Passage frontière,2023-08-01 06:00,Abidjan,,AGT011
EVT0000387,LIV007334,Arrivée entrepôt transit,2023-08-02 01:00,Dakar,,AGT019
EVT0000388,LIV003652,Prise en charge,2022-05-07 08:00,Frontière,,AGT025
EVT0000389,LIV003652,Départ entrepôt,2022-05-08 01:00,Bamako,,AGT007
EVT0000390,LIV003652,Passage frontière,2022-05-08 19:00,Douala,,AGT025
EVT0000391,LIV002289,Prise en charge,2023-10-06 04:00,Douala,,AGT005
EVT0000392,LIV002289,Départ entrepôt,2023-10-06 16:00,Bamako,,AGT009
EVT0000393,LIV002289,Passage frontière,2023-10-07 07:00,Abidjan,,AGT022
EVT0000394,LIV003624,Prise en charge,2023-10-29 02:00,Frontière,,AGT008
EVT0000395,LIV003624,Départ entrepôt,2023-10-30 02:00,Abidjan,,AGT006
EVT0000396,LIV013619,Prise en charge,2023-03-25 06:00,Bamako,,AGT004
EVT0000397,LIV013619,Départ entrepôt,2023-03-25 14:00,Accra,,AGT015
EVT0000398,LIV013619,Passage frontière,2023-03-26 17:00,Bamako,,AGT019
EVT0000399,LIV013619,Arrivée entrepôt transit,2023-03-27 03:00,Accra,,AGT017
EVT0000400,LIV004879,Prise en charge,2023-10-31 06:00,Ouagadougou,,AGT022
EVT0000401,LIV004879,Départ entrepôt,2023-11-01 05:00,Accra,,AGT021
EVT0000402,LIV004879,Passage frontière,2023-11-01 10:00,Abidjan,,AGT016
EVT0000403,LIV001714,Prise en charge,2022-02-02 07:00,Ouagadougou,,AGT004
EVT0000404,LIV001714,Départ entrepôt,2022-02-03 18:00,Ouagadougou,,AGT015
EVT0000405,LIV001714,Passage frontière,2022-02-04 02:00,Abidjan,,AGT011
EVT0000406,LIV001714,Arrivée entrepôt transit,2022-02-04 15:00,Abidjan,,AGT005
EVT0000407,LIV001714,Départ entrepôt transit,2022-02-05 12:00,Bamako,,AGT021
EVT0000408,LIV014506,Prise en charge,2023-04-10 22:00,Accra,,AGT017
EVT0000409,LIV014506,Départ entrepôt,2023-04-12 05:00,Abidjan,,AGT023
EVT0000410,LIV014506,Passage frontière,2023-04-12 16:00,Frontière,,AGT021
EVT0000411,LIV014506,Arrivée entrepôt transit,2023-04-13 09:00,Accra,,AGT015
EVT0000412,LIV003590,Prise en charge,2022-01-12 06:00,Douala,,AGT015
EVT0000413,LIV003590,Départ entrepôt,2022-01-13 11:00,Accra,,AGT024
EVT0000414,LIV003590,Passage frontière,2022-01-13 21:00,Douala,,AGT014
EVT0000415,LIV009467,Prise en charge,2023-01-08 20:00,Douala,,AGT005
EVT0000416,LIV009467,Départ entrepôt,2023-01-10 06:00,Abidjan,,AGT003
EVT0000417,LIV009467,Passage frontière,2023-01-10 15:00,Abidjan,,AGT014
EVT0000418,LIV009467,Arrivée entrepôt transit,2023-01-11 01:00,Ouagadougou,,AGT024
EVT0000419,LIV005156,Prise en charge,2022-12-31 12:00,Bamako,,AGT002
EVT0000420,LIV005156,Départ entrepôt,2023-01-01 13:00,Ouagadougou,,AGT004
EVT0000421,LIV005156,Passage frontière,2023-01-02 19:00,Douala,,AGT022
EVT0000422,LIV005156,Arrivée entrepôt transit,2023-01-04 02:00,Frontière,,AGT024
EVT0000423,LIV012595,Prise en charge,2023-07-10 22:00,Bamako,,AGT010
EVT0000424,LIV012595,Départ entrepôt,2023-07-12 00:00,Abidjan,,AGT019
EVT0000425,LIV013674,Prise en charge,2023-03-06 13:00,Ouagadougou,,AGT016
EVT0000426,LIV013674,Départ entrepôt,2023-03-07 07:00,Frontière,,AGT004
EVT0000427,LIV013674,Passage frontière,2023-03-08 09:00,Frontière,,AGT018
EVT0000428,LIV003670,Prise en charge,2023-03-24 11:00,Frontière,,AGT009
EVT0000429,LIV003670,Départ entrepôt,2023-03-25 05:00,Frontière,,AGT014
EVT0000430,LIV003670,Passage frontière,2023-03-25 10:00,Bamako,,AGT022
EVT0000431,LIV003670,Arrivée entrepôt transit,2023-03-26 07:00,Abidjan,,AGT006
EVT0000432,LIV014325,Prise en charge,2023-12-31 23:00,Douala,,AGT012
EVT0000433,LIV014325,Départ entrepôt,2024-01-01 03:00,Dakar,,AGT005
EVT0000434,LIV014325,Passage frontière,2024-01-02 08:00,Abidjan,,AGT005
EVT0000435,LIV014325,Arrivée entrepôt transit,2024-01-02 13:00,Abidjan,,AGT024
EVT0000436,LIV013525,Prise en charge,2022-04-28 04:00,Accra,,AGT015
EVT0000437,LIV013525,Départ entrepôt,2022-04-29 05:00,Dakar,,AGT012
EVT0000438,LIV013525,Passage frontière,2022-04-30 04:00,Ouagadougou,,AGT011
EVT0000439,LIV008385,Prise en charge,2023-11-20 13:00,Dakar,,AGT025
EVT0000440,LIV008385,Départ entrepôt,2023-11-20 20:00,Ouagadougou,,AGT003
EVT0000441,LIV014211,Prise en charge,2023-01-30 08:00,Ouagadougou,,AGT014
EVT0000442,LIV014211,Départ entrepôt,2023-01-31 19:00,Bamako,,AGT015
EVT0000443,LIV014211,Passage frontière,2023-02-02 01:00,Douala,,AGT007
EVT0000444,LIV014211,Arrivée entrepôt transit,2023-02-03 13:00,Abidjan,,AGT012
EVT0000445,LIV004388,Prise en charge,2022-01-23 11:00,Douala,,AGT022
EVT0000446,LIV004388,Départ entrepôt,2022-01-24 22:00,Bamako,,AGT022
EVT0000447,LIV004388,Passage frontière,2022-01-25 21:00,Abidjan,,AGT008
EVT0000448,LIV004388,Arrivée entrepôt transit,2022-01-27 02:00,Bamako,,AGT002
EVT0000449,LIV004388,Départ entrepôt transit,2022-01-27 06:00,Dakar,,AGT010
EVT0000450,LIV009124,Prise en charge,2022-11-07 12:00,Frontière,,AGT009
EVT0000451,LIV009124,Départ entrepôt,2022-11-08 10:00,Douala,,AGT004
EVT0000452,LIV009124,Passage frontière,2022-11-08 14:00,Accra,,AGT024
EVT0000453,LIV007895,Prise en charge,2022-07-06 15:00,Dakar,,AGT013
EVT0000454,LIV007895,Départ entrepôt,2022-07-07 09:00,Bamako,,AGT018
EVT0000455,LIV007895,Passage frontière,2022-07-08 11:00,Abidjan,,AGT013
EVT0000456,LIV007895,Arrivée entrepôt transit,2022-07-08 17:00,Accra,,AGT001
EVT0000457,LIV007895,Départ entrepôt transit,2022-07-10 02:00,Abidjan,,AGT011
EVT0000458,LIV001490,Prise en charge,2023-01-03 06:00,Douala,,AGT004
EVT0000459,LIV001490,Départ entrepôt,2023-01-04 11:00,Abidjan,,AGT011
EVT0000460,LIV001490,Passage frontière,2023-01-05 01:00,Frontière,,AGT020
EVT0000461,LIV001490,Arrivée entrepôt transit,2023-01-06 10:00,Frontière,,AGT023
EVT0000462,LIV001490,Départ entrepôt transit,2023-01-07 13:00,Abidjan,,AGT014
EVT0000463,LIV001607,Prise en charge,2022-05-31 05:00,Bamako,,AGT003
EVT0000464,LIV001607,Départ entrepôt,2022-06-01 10:00,Frontière,,AGT010
EVT0000465,LIV008595,Prise en charge,2023-12-01 14:00,Abidjan,,AGT017
EVT0000466,LIV008595,Départ entrepôt,2023-12-02 01:00,Bamako,,AGT017
EVT0000467,LIV008595,Passage frontière,2023-12-02 17:00,Frontière,,AGT012
EVT0000468,LIV008595,Arrivée entrepôt transit,2023-12-03 19:00,Ouagadougou,,AGT021
EVT0000469,LIV008529,Prise en charge,2022-12-17 13:00,Douala,,AGT007
EVT0000470,LIV008529,Départ entrepôt,2022-12-18 04:00,Bamako,,AGT005
EVT0000471,LIV008529,Passage frontière,2022-12-18 12:00,Dakar,,AGT025
EVT0000472,LIV001403,Prise en charge,2022-01-31 09:00,Frontière,,AGT019
EVT0000473,LIV001403,Départ entrepôt,2022-02-01 17:00,Ouagadougou,,AGT019
EVT0000474,LIV001403,Passage frontière,2022-02-02 17:00,Frontière,,AGT021
EVT0000475,LIV001403,Arrivée entrepôt transit,2022-02-03 17:00,Dakar,,AGT015
EVT0000476,LIV001403,Départ entrepôt transit,2022-02-04 01:00,Accra,,AGT015
EVT0000477,LIV009388,Prise en charge,2023-09-03 21:00,Bamako,,AGT002
EVT0000478,LIV009388,Départ entrepôt,2023-09-04 23:00,Bamako,,AGT003
EVT0000479,LIV009388,Passage frontière,2023-09-05 22:00,Accra,,AGT015
EVT0000480,LIV009388,Arrivée entrepôt transit,2023-09-06 04:00,Abidjan,,AGT012
EVT0000481,LIV003520,Prise en charge,2023-09-25 09:00,Bamako,,AGT020
EVT0000482,LIV003520,Départ entrepôt,2023-09-26 21:00,Accra,,AGT015
EVT0000483,LIV003520,Passage frontière,2023-09-27 03:00,Accra,,AGT019
EVT0000484,LIV003520,Arrivée entrepôt transit,2023-09-27 19:00,Douala,,AGT020
EVT0000485,LIV003298,Prise en charge,2023-03-18 07:00,Accra,,AGT004
EVT0000486,LIV003298,Départ entrepôt,2023-03-19 08:00,Ouagadougou,,AGT003
EVT0000487,LIV003298,Passage frontière,2023-03-20 20:00,Ouagadougou,,AGT006
EVT0000488,LIV003298,Arrivée entrepôt transit,2023-03-21 02:00,Dakar,,AGT023
EVT0000489,LIV003298,Départ entrepôt transit,2023-03-22 10:00,Accra,,AGT017
EVT0000490,LIV001007,Prise en charge,2023-12-20 03:00,Douala,,AGT010
EVT0000491,LIV001007,Départ entrepôt,2023-12-21 07:00,Accra,,AGT025
EVT0000492,LIV001007,Passage frontière,2023-12-22 08:00,Ouagadougou,,AGT020
EVT0000493,LIV002792,Prise en charge,2023-01-08 01:00,Abidjan,,AGT011
EVT0000494,LIV002792,Départ entrepôt,2023-01-08 11:00,Bamako,,AGT022
EVT0000495,LIV002705,Prise en charge,2023-12-07 22:00,Douala,,AGT024
EVT0000496,LIV002705,Départ entrepôt,2023-12-08 11:00,Douala,,AGT003
EVT0000497,LIV002705,Passage frontière,2023-12-09 00:00,Douala,,AGT010
EVT0000498,LIV002705,Arrivée entrepôt transit,2023-12-10 05:00,Dakar,,AGT020
EVT0000499,LIV002705,Départ entrepôt transit,2023-12-10 14:00,Douala,,AGT018
EVT0000500,LIV005614,Prise en charge,2023-09-08 01:00,Frontière,,AGT005
EVT0000501,LIV005614,Départ entrepôt,2023-09-08 10:00,Ouagadougou,,AGT022
EVT0000502,LIV005614,Passage frontière,2023-09-09 17:00,Bamako,,AGT012
EVT0000503,LIV005614,Arrivée entrepôt transit,2023-09-09 22:00,Douala,,AGT010
EVT0000504,LIV005614,Départ entrepôt transit,2023-09-10 13:00,Dakar,,AGT011
EVT0000505,LIV014031,Prise en charge,2023-01-03 16:00,Dakar,,AGT005
EVT0000506,LIV014031,Départ entrepôt,2023-01-04 05:00,Abidjan,,AGT010
EVT0000507,LIV014031,Passage frontière,2023-01-04 15:00,Bamako,,AGT025
EVT0000508,LIV014031,Arrivée entrepôt transit,2023-01-04 21:00,Ouagadougou,,AGT011
EVT0000509,LIV014031,Départ entrepôt transit,2023-01-05 09:00,Bamako,,AGT013
EVT0000510,LIV005684,Prise en charge,2022-11-03 14:00,Ouagadougou,,AGT015
EVT0000511,LIV005684,Départ entrepôt,2022-11-03 20:00,Accra,,AGT012
EVT0000512,LIV005684,Passage frontière,2022-11-04 15:00,Accra,,AGT020
EVT0000513,LIV012288,Prise en charge,2023-12-02 08:00,Dakar,,AGT018
EVT0000514,LIV012288,Départ entrepôt,2023-12-03 03:00,Douala,,AGT016
EVT0000515,LIV012288,Passage frontière,2023-12-03 19:00,Douala,,AGT022
EVT0000516,LIV012288,Arrivée entrepôt transit,2023-12-05 03:00,Accra,,AGT025
EVT0000517,LIV005401,Prise en charge,2022-12-27 04:00,Bamako,,AGT017
EVT0000518,LIV005401,Départ entrepôt,2022-12-28 10:00,Dakar,,AGT007
EVT0000519,LIV005401,Passage frontière,2022-12-28 22:00,Frontière,,AGT009
EVT0000520,LIV005401,Arrivée entrepôt transit,2022-12-29 05:00,Ouagadougou,,AGT016
EVT0000521,LIV002358,Prise en charge,2023-09-30 10:00,Ouagadougou,,AGT017
EVT0000522,LIV002358,Départ entrepôt,2023-09-30 21:00,Douala,,AGT003
EVT0000523,LIV002358,Passage frontière,2023-10-01 11:00,Douala,,AGT015
EVT0000524,LIV002358,Arrivée entrepôt transit,2023-10-02 23:00,Dakar,,AGT014
EVT0000525,LIV014681,Prise en charge,2022-12-01 18:00,Frontière,,AGT015
EVT0000526,LIV014681,Départ entrepôt,2022-12-02 20:00,Abidjan,,AGT014
EVT0000527,LIV000291,Prise en charge,2023-04-11 05:00,Bamako,,AGT012
EVT0000528,LIV000291,Départ entrepôt,2023-04-12 00:00,Accra,,AGT003
EVT0000529,LIV012535,Prise en charge,2023-03-28 00:00,Abidjan,,AGT023
EVT0000530,LIV012535,Départ entrepôt,2023-03-29 01:00,Frontière,,AGT005
EVT0000531,LIV012535,Passage frontière,2023-03-29 13:00,Abidjan,,AGT010
EVT0000532,LIV012535,Arrivée entrepôt transit,2023-03-30 23:00,Ouagadougou,,AGT005
EVT0000533,LIV005909,Prise en charge,2023-10-16 04:00,Abidjan,,AGT001
EVT0000534,LIV005909,Départ entrepôt,2023-10-17 00:00,Dakar,,AGT005
EVT0000535,LIV005909,Passage frontière,2023-10-18 07:00,Abidjan,,AGT025
EVT0000536,LIV005909,Arrivée entrepôt transit,2023-10-19 05:00,Dakar,,AGT010
EVT0000537,LIV005909,Départ entrepôt transit,2023-10-19 16:00,Abidjan,,AGT008
EVT0000538,LIV013819,Prise en charge,2023-01-25 09:00,Abidjan,,AGT004
EVT0000539,LIV013819,Départ entrepôt,2023-01-26 20:00,Bamako,,AGT018
EVT0000540,LIV013819,Passage frontière,2023-01-27 01:00,Ouagadougou,,AGT017
EVT0000541,LIV013819,Arrivée entrepôt transit,2023-01-27 20:00,Ouagadougou,,AGT005
EVT0000542,LIV013819,Départ entrepôt transit,2023-01-28 18:00,Accra,,AGT001
EVT0000543,LIV006595,Prise en charge,2022-10-05 06:00,Dakar,,AGT022
EVT0000544,LIV006595,Départ entrepôt,2022-10-05 15:00,Bamako,,AGT012
EVT0000545,LIV006595,Passage frontière,2022-10-05 23:00,Bamako,,AGT018
EVT0000546,LIV006595,Arrivée entrepôt transit,2022-10-07 11:00,Frontière,,AGT017
EVT0000547,LIV000089,Prise en charge,2022-10-10 04:00,Frontière,,AGT016
EVT0000548,LIV000089,Départ entrepôt,2022-10-10 10:00,Ouagadougou,,AGT013
EVT0000549,LIV012999,Prise en charge,2022-08-14 20:00,Ouagadougou,,AGT001
EVT0000550,LIV012999,Départ entrepôt,2022-08-15 22:00,Frontière,,AGT003
EVT0000551,LIV012999,Passage frontière,2022-08-17 00:00,Dakar,,AGT024
EVT0000552,LIV012999,Arrivée entrepôt transit,2022-08-17 10:00,Frontière,,AGT019
EVT0000553,LIV002233,Prise en charge,2022-08-13 12:00,Abidjan,,AGT012
EVT0000554,LIV002233,Départ entrepôt,2022-08-14 13:00,Frontière,,AGT021
EVT0000555,LIV002233,Passage frontière,2022-08-15 04:00,Frontière,,AGT025
EVT0000556,LIV002233,Arrivée entrepôt transit,2022-08-16 13:00,Ouagadougou,,AGT016
EVT0000557,LIV008274,Prise en charge,2022-08-12 08:00,Ouagadougou,,AGT025
EVT0000558,LIV008274,Départ entrepôt,2022-08-13 17:00,Abidjan,,AGT010
EVT0000559,LIV008274,Passage frontière,2022-08-14 09:00,Abidjan,,AGT007
EVT0000560,LIV009323,Prise en charge,2023-11-15 00:00,Douala,,AGT017
EVT0000561,LIV009323,Départ entrepôt,2023-11-16 05:00,Frontière,,AGT018
EVT0000562,LIV007965,Prise en charge,2023-12-23 20:00,Abidjan,,AGT025
EVT0000563,LIV007965,Départ entrepôt,2023-12-24 12:00,Douala,,AGT012
EVT0000564,LIV007965,Passage frontière,2023-12-24 19:00,Frontière,,AGT021
EVT0000565,LIV007965,Arrivée entrepôt transit,2023-12-25 20:00,Douala,,AGT004
EVT0000566,LIV007965,Départ entrepôt transit,2023-12-26 23:00,Accra,,AGT013
EVT0000567,LIV009038,Prise en charge,2022-10-19 04:00,Douala,,AGT006
EVT0000568,LIV009038,Départ entrepôt,2022-10-20 15:00,Ouagadougou,,AGT016
EVT0000569,LIV009038,Passage frontière,2022-10-21 18:00,Frontière,,AGT017
EVT0000570,LIV009038,Arrivée entrepôt transit,2022-10-22 15:00,Frontière,,AGT003
EVT0000571,LIV009038,Départ entrepôt transit,2022-10-23 22:00,Abidjan,,AGT014
EVT0000572,LIV011409,Prise en charge,2022-01-27 22:00,Douala,,AGT004
EVT0000573,LIV011409,Départ entrepôt,2022-01-28 07:00,Douala,,AGT022
EVT0000574,LIV011409,Passage frontière,2022-01-29 05:00,Douala,,AGT015
EVT0000575,LIV008392,Prise en charge,2023-03-05 08:00,Douala,,AGT015
EVT0000576,LIV008392,Départ entrepôt,2023-03-05 14:00,Ouagadougou,,AGT012
EVT0000577,LIV008392,Passage frontière,2023-03-06 21:00,Douala,,AGT021
EVT0000578,LIV008392,Arrivée entrepôt transit,2023-03-07 04:00,Abidjan,,AGT022
EVT0000579,LIV008392,Départ entrepôt transit,2023-03-08 09:00,Douala,,AGT017
EVT0000580,LIV011750,Prise en charge,2023-12-29 05:00,Dakar,,AGT020
EVT0000581,LIV011750,Départ entrepôt,2023-12-30 13:00,Abidjan,,AGT005
EVT0000582,LIV011750,Passage frontière,2023-12-30 21:00,Dakar,,AGT025
EVT0000583,LIV001057,Prise en charge,2023-05-03 06:00,Bamako,,AGT005
EVT0000584,LIV001057,Départ entrepôt,2023-05-04 14:00,Douala,,AGT012
EVT0000585,LIV001057,Passage frontière,2023-05-05 22:00,Frontière,,AGT003
EVT0000586,LIV001057,Arrivée entrepôt transit,2023-05-06 10:00,Bamako,,AGT012
EVT0000587,LIV000904,Prise en charge,2022-12-06 00:00,Ouagadougou,,AGT009
EVT0000588,LIV000904,Départ entrepôt,2022-12-06 19:00,Abidjan,,AGT001
EVT0000589,LIV000904,Passage frontière,2022-12-07 10:00,Accra,,AGT017
EVT0000590,LIV000904,Arrivée entrepôt transit,2022-12-08 14:00,Bamako,,AGT004
EVT0000591,LIV000904,Départ entrepôt transit,2022-12-09 10:00,Frontière,,AGT009
EVT0000592,LIV014221,Prise en charge,2023-12-03 22:00,Ouagadougou,,AGT016
EVT0000593,LIV014221,Départ entrepôt,2023-12-04 14:00,Abidjan,,AGT005
EVT0000594,LIV014221,Passage frontière,2023-12-04 22:00,Accra,,AGT006
EVT0000595,LIV014221,Arrivée entrepôt transit,2023-12-06 06:00,Abidjan,,AGT022
EVT0000596,LIV014221,Départ entrepôt transit,2023-12-07 06:00,Ouagadougou,,AGT012
EVT0000597,LIV013627,Prise en charge,2023-12-25 22:00,Douala,,AGT006
EVT0000598,LIV013627,Départ entrepôt,2023-12-26 13:00,Frontière,,AGT012
EVT0000599,LIV002040,Prise en charge,2022-11-24 11:00,Dakar,,AGT005
EVT0000600,LIV002040,Départ entrepôt,2022-11-25 06:00,Frontière,,AGT016
EVT0000601,LIV002040,Passage frontière,2022-11-25 11:00,Douala,,AGT018
EVT0000602,LIV001612,Prise en charge,2023-11-22 09:00,Frontière,,AGT018
EVT0000603,LIV001612,Départ entrepôt,2023-11-22 21:00,Bamako,,AGT003
EVT0000604,LIV001612,Passage frontière,2023-11-23 05:00,Douala,,AGT013
EVT0000605,LIV001612,Arrivée entrepôt transit,2023-11-24 15:00,Bamako,,AGT014
EVT0000606,LIV014520,Prise en charge,2023-08-29 08:00,Dakar,,AGT011
EVT0000607,LIV014520,Départ entrepôt,2023-08-29 16:00,Accra,,AGT015
EVT0000608,LIV014520,Passage frontière,2023-08-30 18:00,Dakar,,AGT025
